Partition	Input_Domain	Language_A	Language_B	N_Input_Families	N_Common_DR_Informative	N_Both_D_Bearing	N_A_D_B_R	N_A_R_B_D	N_Both_R_No_D	N_Common_With_Mixed_Cell	Both_D_Over_Common	Both_D_Proportion	N_Excluded_Not_Common_Informative	Caution
primary	all-reviewed-inputs	Kolami	Malayalam	403	45	0	0	0	45	0	0/45	0.0	358	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kolami	Malto	403	15	0	0	0	15	0	0/15	0.0	388	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kolami	Manda	403	20	0	0	10	10	1	0/20	0.0	383	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kolami	Naiki	403	19	0	0	0	19	0	0/19	0.0	384	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kolami	Naikri	403	44	0	0	0	44	0	0/44	0.0	359	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kolami	Parji	403	42	0	0	0	42	0	0/42	0.0	361	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kolami	Pengo	403	26	0	0	11	15	3	0/26	0.0	377	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kolami	Tamil	403	51	0	0	0	51	0	0/51	0.0	352	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kolami	Telugu	403	58	0	0	16	42	11	0/58	0.0	345	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kolami	Toda	403	29	0	0	0	29	0	0/29	0.0	374	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kolami	Tulu	403	40	0	0	0	40	0	0/40	0.0	363	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kolami	markodi	403	9	0	0	0	9	0	0/9	0.0	394	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Koraga	403	7	0	2	0	5	1	0/7	0.0	396	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Kota	403	62	0	15	0	47	6	0/62	0.0	341	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Kui	403	69	19	2	23	25	15	19/69	0.275362	334	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Kurux	403	24	0	6	0	18	1	0/24	0.0	379	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Kuwi	403	84	20	4	23	37	20	20/84	0.238095	319	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Malayalam	403	94	0	29	0	65	9	0/94	0.0	309	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Malto	403	17	0	4	0	13	1	0/17	0.0	386	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Manda	403	42	9	2	12	19	6	9/42	0.214286	361	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Naiki	403	18	0	0	0	18	0	0/18	0.0	385	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Naikri	403	30	0	3	0	27	1	0/30	0.0	373	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Parji	403	58	0	15	0	43	4	0/58	0.0	345	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Pengo	403	61	13	3	16	29	10	13/61	0.213115	342	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Tamil	403	104	0	29	0	75	9	0/104	0.0	299	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Telugu	403	113	22	8	26	57	36	22/113	0.19469	290	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Toda	403	56	0	12	0	44	4	0/56	0.0	347	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	Tulu	403	83	0	23	0	60	7	0/83	0.0	320	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Konda	markodi	403	14	0	5	0	9	3	0/14	0.0	389	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Kota	403	14	0	0	0	14	0	0/14	0.0	389	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Kui	403	10	0	0	7	3	1	0/10	0.0	393	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Kurux	403	4	0	0	0	4	0	0/4	0.0	399	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Kuwi	403	10	0	0	5	5	2	0/10	0.0	393	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Malayalam	403	19	0	0	0	19	0	0/19	0.0	384	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Malto	403	6	0	0	0	6	0	0/6	0.0	397	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Manda	403	4	0	0	3	1	1	0/4	0.0	399	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Naiki	403	3	0	0	0	3	0	0/3	0.0	400	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Naikri	403	5	0	0	0	5	0	0/5	0.0	398	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Parji	403	9	0	0	0	9	0	0/9	0.0	394	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Pengo	403	6	0	0	3	3	1	0/6	0.0	397	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Tamil	403	17	0	0	0	17	0	0/17	0.0	386	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Telugu	403	17	0	0	9	8	5	0/17	0.0	386	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Toda	403	11	0	0	0	11	0	0/11	0.0	392	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	Tulu	403	17	0	0	0	17	0	0/17	0.0	386	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Koraga	markodi	403	5	0	0	0	5	0	0/5	0.0	398	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Kui	403	54	0	0	36	18	6	0/54	0.0	349	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Kurux	403	32	0	0	0	32	0	0/32	0.0	371	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Kuwi	403	59	0	0	29	30	10	0/59	0.0	344	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Malayalam	403	132	0	0	0	132	0	0/132	0.0	271	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Malto	403	28	0	0	0	28	0	0/28	0.0	375	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Manda	403	23	0	0	10	13	0	0/23	0.0	380	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Naiki	403	19	0	0	0	19	0	0/19	0.0	384	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Naikri	403	21	0	0	0	21	0	0/21	0.0	382	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Parji	403	48	0	0	0	48	0	0/48	0.0	355	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Pengo	403	32	0	0	11	21	2	0/32	0.0	371	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Tamil	403	136	0	0	0	136	0	0/136	0.0	267	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Telugu	403	129	0	0	58	71	34	0/129	0.0	274	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Toda	403	93	0	0	0	93	0	0/93	0.0	310	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	Tulu	403	115	0	0	0	115	0	0/115	0.0	288	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
primary	all-reviewed-inputs	Kota	markodi	403	15	0	0	0	15	0	0/15	0.0	388	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
