Entry_ID	Primary_Family_ID	Domain	Onset	C1_Identity	Quantity	Apical_Group	Apical_Structure	V1_Quality	Following_Vowel	Grammatical_Category	Domain_Following_Vowel	Domain_Apical_Group	Domain_V1_Quality	Telugu_Broad_Obligatory_Hypothesis	Raw_C1	Raw_C2	Raw_Quantity	Raw_V2	Raw_Structure	Input_Confidence
d3520	d3520	nonapical-or-uncertain-input	consonant-initial	t	short	nonapical-or-uncertain	mixed/cluster/other	o	mixed/unknown-formative	noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / o	outside narrow classical Telugu domain; no D prediction from that rule	t	l/k	short	o/zero	lateral only in northern forms; deeper k/l uncertain	medium for local northern order; low for wider cognacy
d1079	d1079	nonapical-or-uncertain-input	consonant-initial	k	short	nonapical-or-uncertain	mixed/cluster/other	a	mixed/unknown-formative	verb/noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / a	outside narrow classical Telugu domain; no D prediction from that rule	k	k / possible ẓ	short	zero/u	velar singleton/geminate; alternative apical+velar cluster	high for kak family; low for apical antiquity
d4806	d4806	nasal-or-nasal-cluster-input	consonant-initial	m	long	mixed-nasal-apical	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	noun	nasal-or-nasal-cluster-input / mixed/unknown-formative	nasal-or-nasal-cluster-input / mixed-nasal-apical	nasal-or-nasal-cluster-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	m	ṇ/ṛ	long independently established	i / unknown	nasal/rhotic singleton; immediate suffixal s cluster inferred	high for long vowel and full order; medium for segment and formation
d4831	d4831	nasal-or-nasal-cluster-input	consonant-initial	m	mixed/uncertain-quantity	mixed-nasal-apical	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	verb	nasal-or-nasal-cluster-input / mixed/unknown-formative	nasal-or-nasal-cluster-input / mixed-nasal-apical	nasal-or-nasal-cluster-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	m	ḷ/ṇ	independent long root and short derivatives	a/u/zero	lateral/nasal; short consonantal formations	high for full order; medium for grades; low for e outcome
d5124	d5124	short-strong-or-mixed-structure	consonant-initial	m	short	lateral	mixed/cluster/other	mixed/uncertain-vowel	consonantal/no-vowel	verb	short-strong-or-mixed-structure / consonantal/no-vowel	short-strong-or-mixed-structure / lateral	short-strong-or-mixed-structure / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	m	ḷ	short	zero	lateral plus velar formative	high for earlier order; medium for root vowel and common inheritance
d5146	d5146	nonapical-or-uncertain-input	consonant-initial	m	mixed/uncertain-quantity	nonapical-or-uncertain	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	m	r/n input order unknown	unknown before observed long cluster	unknown	precluster structure unknown	low for precluster input
d1123	d1123	short-C-initial-other-apical	consonant-initial	k	short	retroflex-stop	singleton	mixed/uncertain-vowel	low-a	noun	short-C-initial-other-apical / low-a	short-C-initial-other-apical / retroflex-stop	short-C-initial-other-apical / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	ṭ	short	a	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1181	d1181	nasal-or-nasal-cluster-input	consonant-initial	k	short	nasal	geminate	a	low-a	adverb	nasal-or-nasal-cluster-input / low-a	nasal-or-nasal-cluster-input / nasal	nasal-or-nasal-cluster-input / a	outside narrow classical Telugu domain; no D prediction from that rule	k	ṇṇ	short	a	geminate	Comparative order and exact formation confidence distinguished in support and exception notes
d1235	d1235	nonapical-or-uncertain-input	consonant-initial	k	short	nonapical-or-uncertain	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	mp	short	a/e	nasal-labial cluster	Comparative order and exact formation confidence distinguished in support and exception notes
d1278	d1278	mixed-or-uncertain-quantity	consonant-initial	k	mixed/uncertain-quantity	rhotic	singleton	a	mixed/unknown-formative	verb/adjective	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / rhotic	mixed-or-uncertain-quantity / a	outside narrow classical Telugu domain; no D prediction from that rule	k	r	short and independent long grades	u/zero/unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1287	d1287	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	rhotic	singleton	a	mixed/unknown-formative	adjective/verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	k	r	short	u/zero/unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1291	d1291	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	rhotic	singleton	a	mixed/unknown-formative	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	k	r	short	a/zero/unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1292	d1292	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	rhotic	singleton	a	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	k	r	short	a/zero/i	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1347	d1347	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	retroflex-approximant	singleton	a	low-a	noun	short-C-initial-r-rhotics-retroflex-approximant / low-a	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	k	ẓ	short	a	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1349	d1349	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	retroflex-approximant	singleton	a	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	k	ẓ	short	a/i	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1359	d1359	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	retroflex-approximant	singleton	a	mixed/unknown-formative	noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	k	ẓ	short	i/zero	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1368	d1368	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	retroflex-approximant	singleton	a	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	k	ẓ	short	u/zero	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1477	d1477	mixed-or-uncertain-quantity	consonant-initial	k	mixed/uncertain-quantity	mixed-apical	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / mixed-apical	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	r/ṟ/l	long root with independent short expanded Tulu formations	zero/a/y	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1507	d1507	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	rhotic	singleton	a	low-a	noun	short-C-initial-r-rhotics-retroflex-approximant / low-a	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	k	r	short	a	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1509	d1509	nonapical-or-uncertain-input	consonant-initial	k	short	nonapical-or-uncertain	geminate	i	mixed/unknown-formative	verb/noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / i	outside narrow classical Telugu domain; no D prediction from that rule	k	kk	short	i/a	geminate	Comparative order and exact formation confidence distinguished in support and exception notes
d1580	d1580	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	retroflex-approximant	singleton	mixed/uncertain-vowel	low-a	noun	short-C-initial-r-rhotics-retroflex-approximant / low-a	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	k	ẓ	short	a	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1594	d1594	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	alveolar	singleton	i	mixed/unknown-formative	adjective/verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / alveolar	short-C-initial-r-rhotics-retroflex-approximant / i	eligible; obligatory application predicts D	k	ṟ	short	i/u/a	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1680	d1680	short-strong-or-mixed-structure	consonant-initial	k/g	short	retroflex-stop	mixed/cluster/other	u	mixed/unknown-formative	noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / retroflex-stop	short-strong-or-mixed-structure / u	outside narrow classical Telugu domain; no D prediction from that rule	k/g	ṭ/ḍ	short	u/zero	stop geminate or rhotic-stop cluster uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d1767	d1767	mixed-or-uncertain-quantity	consonant-initial	k	mixed/uncertain-quantity	rhotic	singleton	u	mixed/unknown-formative	verb	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / rhotic	mixed-or-uncertain-quantity / u	outside narrow classical Telugu domain; no D prediction from that rule	k	r	short and independent long grades	a/zero	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1769	d1769	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	rhotic	singleton	mixed/uncertain-vowel	low-a	noun	short-C-initial-r-rhotics-retroflex-approximant / low-a	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	k	r	short	a	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1774	d1774	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	rhotic	singleton	mixed/uncertain-vowel	low-a	noun/verb	short-C-initial-r-rhotics-retroflex-approximant / low-a	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	k	r	short	a	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1778	d1778	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	k	r	short	a/u/unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1802	d1802	nonapical-or-uncertain-input	consonant-initial	g	short	nonapical-or-uncertain	singleton	u	mixed/unknown-formative	verb	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / u	outside narrow classical Telugu domain; no D prediction from that rule	g	h	short	unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1822	d1822	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	retroflex-approximant	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	k	ẓ	short	a/zero	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1826	d1826	nonapical-or-uncertain-input	consonant-initial	k	mixed/uncertain-quantity	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	r input position unknown	unknown before regional cluster	unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1850	d1850	short-strong-or-mixed-structure	consonant-initial	k/g	short	alveolar	mixed/cluster/other	u	mixed/unknown-formative	verb/noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / alveolar	short-strong-or-mixed-structure / u	outside narrow classical Telugu domain; no D prediction from that rule	k/g	ṟ/ṯ	short	u/zero	singleton and strong formations	Comparative order and exact formation confidence distinguished in support and exception notes
d1851	d1851	short-strong-or-mixed-structure	consonant-initial	k	short	alveolar	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	adjective/verb	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / alveolar	short-strong-or-mixed-structure / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	ṟ/ṯ	short	u/a	singleton and strong formations	Comparative order and exact formation confidence distinguished in support and exception notes
d1853	d1853	nonapical-or-uncertain-input	consonant-initial	g	short	nonapical-or-uncertain	mixed/cluster/other	u	mixed/unknown-formative	verb/noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / u	outside narrow classical Telugu domain; no D prediction from that rule	g	k/h	short	u/zero	velar singleton/geminate	Comparative order and exact formation confidence distinguished in support and exception notes
d1861	d1861	short-strong-or-mixed-structure	consonant-initial	k	short	alveolar	geminate	u	mixed/unknown-formative	verb	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / alveolar	short-strong-or-mixed-structure / u	outside narrow classical Telugu domain; no D prediction from that rule	k	ṟ	short	zero/u	geminate independently supported	Comparative order and exact formation confidence distinguished in support and exception notes
d1898	d1898	long-apical-input	consonant-initial	k	long	rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	adjective/noun	long-apical-input / mixed/unknown-formative	long-apical-input / rhotic	long-apical-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	r	long	zero/u	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1923	d1923	mixed-or-uncertain-quantity	consonant-initial	k	mixed/uncertain-quantity	mixed-apical	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / mixed-apical	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	r/ṟ/l	long and short independently different formations	u/zero	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d1964	d1964	nonapical-or-uncertain-input	consonant-initial	k/c	short	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k/c	r/m	short	u/unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d2008	d2008	mixed-or-uncertain-quantity	consonant-initial	k	mixed/uncertain-quantity	rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / rhotic	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	r	independent long and short forms	i/unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d2010	d2010	long-apical-input	consonant-initial	k	long	rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	long-apical-input / mixed/unknown-formative	long-apical-input / rhotic	long-apical-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	r	long independently established	unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d2090	d2090	nonapical-or-uncertain-input	consonant-initial	k	short	nonapical-or-uncertain	geminate	o	low-a	noun	nonapical-or-uncertain-input / low-a	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / o	outside narrow classical Telugu domain; no D prediction from that rule	k	tt	short	a	geminate	Comparative order and exact formation confidence distinguished in support and exception notes
d2176	d2176	nonapical-or-uncertain-input	consonant-initial	k	long	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	r/v/zero	long	zero/unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d2233	d2233	mixed-or-uncertain-quantity	consonant-initial	k	mixed/uncertain-quantity	mixed-apical	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	verb	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / mixed-apical	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	r/l	long versus short strong formations	u/zero/unknown	singleton versus geminate	Comparative order and exact formation confidence distinguished in support and exception notes
d2247	d2247	nonapical-or-uncertain-input	consonant-initial	k	long	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	low-a	noun	nonapical-or-uncertain-input / low-a	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	v	long	a	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d2356	d2356	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	c	short	rhotic	singleton	a	low-a	noun	short-C-initial-r-rhotics-retroflex-approximant / low-a	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	c	r	short	a	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d2360	d2360	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	c/s/j	short	rhotic	singleton	a	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	c/s/j	r	short	i/u/zero	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d2687	d2687	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	c/s	short	rhotic	singleton	u	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / u	eligible; obligatory application predicts D	c/s	r	short	u/zero	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3095	d3095	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	t	short	rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	t	r	short	i/zero/unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3115	d3115	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	t	short	retroflex-approximant	singleton	a	mixed/unknown-formative	noun/verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	t	ẓ	short	zero/a	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3122	d3122	mixed-or-uncertain-quantity	consonant-initial	t	mixed/uncertain-quantity	retroflex-approximant	singleton	a	mixed/unknown-formative	verb	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / retroflex-approximant	mixed-or-uncertain-quantity / a	outside narrow classical Telugu domain; no D prediction from that rule	t	ẓ	short and long independently attested grades	zero/unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3174	d3174	mixed-or-uncertain-quantity	consonant-initial	t	mixed/uncertain-quantity	rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / rhotic	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	t	r	long in full comparanda; pre-Telugu quantity unresolved	zero/unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3192	d3192	mixed-or-uncertain-quantity	consonant-initial	t	mixed/uncertain-quantity	alveolar	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / alveolar	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	t	ṟ	long root and independent short derivatives	a/u/zero	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3305	d3305	nasal-or-nasal-cluster-input	consonant-initial	t	mixed/uncertain-quantity	nasal	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	nasal-or-nasal-cluster-input / mixed/unknown-formative	nasal-or-nasal-cluster-input / nasal	nasal-or-nasal-cluster-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	t	ṇ	short and long formations	i/u	nasal	Comparative order and exact formation confidence distinguished in support and exception notes
d3339	d3339	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	t	short	rhotic	singleton	u	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / u	eligible; obligatory application predicts D	t	r	short	a/u/i	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3340	d3340	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	t	short	rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	t	r	short	a/zero	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3343	d3343	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	t	short	rhotic	singleton	u	mixed/unknown-formative	noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / u	eligible; obligatory application predicts D	t	r	short	u/zero	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3393	d3393	nonapical-or-uncertain-input	consonant-initial	t	mixed/uncertain-quantity	nonapical-or-uncertain	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	t	p/ẓ later	long root and short labial derivatives	u/a	noninitial apical after geminate	Comparative order and exact formation confidence distinguished in support and exception notes
d3411	d3411	short-strong-or-mixed-structure	consonant-initial	t/ṭ	short	retroflex-stop	mixed/cluster/other	mixed/uncertain-vowel	high-u	noun	short-strong-or-mixed-structure / high-u	short-strong-or-mixed-structure / retroflex-stop	short-strong-or-mixed-structure / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	t/ṭ	ḍ	short	u	geminate/short stop variants	Comparative order and exact formation confidence distinguished in support and exception notes
d3437	d3437	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	t	short	alveolar	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / alveolar	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	t	ṟ	short	i/zero/unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3451	d3451	nonapical-or-uncertain-input	consonant-initial	t/d	mixed/uncertain-quantity	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	t/d	k/r	long core root and regional short/long derivatives	zero/unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3522	d3522	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	t	short	retroflex-approximant	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	t	ẓ	short	i/zero	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3821	d3821	nonapical-or-uncertain-input	consonant-initial	p	short	nonapical-or-uncertain	singleton	a	mixed/unknown-formative	adjective/noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / a	outside narrow classical Telugu domain; no D prediction from that rule	p	c/s	short	i/a/unknown	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3962	d3962	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	p	short	rhotic	singleton	a	mixed/unknown-formative	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	p	r	short	i/zero/a	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
d3972	d3972	mixed-or-uncertain-quantity	consonant-initial	p	mixed/uncertain-quantity	rhotic	singleton	a	mixed/unknown-formative	verb/adjective	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / rhotic	mixed-or-uncertain-quantity / a	outside narrow classical Telugu domain; no D prediction from that rule	p	r	short root and independent long grade	u/zero	singleton	Comparative order and exact formation confidence distinguished in support and exception notes
