Entry_ID	Family_ID	Language_ID	Language_Outcome	Observed_Outcome	Evidence_Form	Form_ID	Record_Origin	Linked_Database_IDs	Database_Language_ID	Research_Correction	Original	Gloss	Source	Tags	Description	Borrowed_In_Path	Outcome_Note
d79	d79	Kuwi	A	A	ḍagre	f_e5twbsmh3y5le	database	f_e5twbsmh3y5le	Kuwi		ḍagre	near	dedr	dialect:Kuwi:sunkar:Sunkarametta	Su.	0	Displaced-looking extended near word; likely contact candidate, donor not established.
d79	d79	Malayalam	R	R	aṭayuka	f_b5amyywv2kg64	database	f_b5amyywv2kg64	Malayalam		aṭayuka	to get into, come into possession, obtain	dedr			0	Original order retained.
d79	d79	Malayalam	R	R	aṭukka	f_x2ib3lxudi6hc	database	f_x2ib3lxudi6hc	Malayalam		aṭukka	to come nigh, approach, close	dedr			0	Original order retained.
d79	d79	Malayalam	R	R	aṭuppu	f_ga7cbzcxumte4	database	f_ga7cbzcxumte4	Malayalam		aṭuppu	nearness	dedr			0	Original order retained.
d79	d79	Malto	R	R	aṭge	f_d7wfeufjfooya	database	f_d7wfeufjfooya	Malto		aṭge	near, close	dedr			0	Postvocalic apical retained.
d79	d79	Malto	R	R	aṭgi	f_pehluqy2luwlg	database	f_pehluqy2luwlg	Malto		aṭgi	near, close	dedr			0	Postvocalic apical retained.
d79	d79	Tamil	R	R	aṭai	f_3nv75kwdqoaog	database	f_3nv75kwdqoaog	Tamil		aṭai (-v-, -nt-)	to reach, arrive at, take refuge in, go to roost, sit on eggs as a hen, obtain, get, enjoy	dedr	verb Tamil-class-2 weak	(-v-, -nt-)	0	Original order retained.
d79	d79	Tamil	R	R	aṭai	f_v5o7vwbqjyze4	database	f_v5o7vwbqjyze4	Tamil		aṭai (-pp-, -tt-)	to lease, entrust, bestow; joining, delivering, conveying, resort, refuge, deposit, incubation	dedr	noun verb Tamil-class-6 strong	(-pp-, -tt-)	0	Original order retained.
d79	d79	Tamil	R	R	aṭu	f_g5na5idrg5qia	database	f_g5na5idrg5qia	Tamil		aṭu (-pp-, -tt-)	to be next, near, approach, come in contact with, seek protection; to join , join together; to happen, occur	dedr	tr verb Tamil-class-6 strong	(-pp-, -tt-)	0	Original order retained.
d79	d79	Tamil	R	R	aṭaicu	f_g5cok7qpyz4a2	database	f_g5cok7qpyz4a2	Tamil		aṭaicu (aṭaici-)	to be joined, placed	dedr	verb Tamil-class-3 weak	(aṭaici-)	0	Original order retained.
d79	d79	Telugu	M	D	ḍāyu	f_yq3xcphvgf2xs	database	f_yq3xcphvgf2xs	Telugu		ḍāyu	to approach	dedr	intr tr		0	Long approach/near forms, short geminate extension and retained arise derivative.
d79	d79	Telugu	M	D	dāyu	f_nfiovvrlffkag	database	f_nfiovvrlffkag	Telugu		dāyu	to approach	dedr	intr tr		0	Long approach/near forms, short geminate extension and retained arise derivative.
d79	d79	Telugu	M	D	ḍāpu	f_52de2l2gjglkq	database	f_52de2l2gjglkq	Telugu		ḍāpu	nearness	dedr			0	Long approach/near forms, short geminate extension and retained arise derivative.
d79	d79	Telugu	M	D	dāpu	f_q4h3lpx6xi6ow	database	f_q4h3lpx6xi6ow	Telugu		dāpu	nearness	dedr			0	Long approach/near forms, short geminate extension and retained arise derivative.
d79	d79	Telugu	M	D	ḍaggaṟa	f_6ud64zlrr5o3a	database	f_6ud64zlrr5o3a	Telugu		ḍaggaṟa	nearness	dedr			0	Long approach/near forms, short geminate extension and retained arise derivative.
d79	d79	Telugu	M	D	daggaṟa	f_k4y6jfdltdh4y	database	f_k4y6jfdltdh4y	Telugu		daggaṟa	nearness	dedr			0	Long approach/near forms, short geminate extension and retained arise derivative.
d79	d79	Telugu	M	R	aḍaru	f_xcacbitxwveko	database	f_xcacbitxwveko	Telugu		aḍaru	to arise, issue	dedr			0	Long approach/near forms, short geminate extension and retained arise derivative.
d79	d79	Toda	R	R	aṛpɨn	f_qfw7yw6m7zejo	database	f_qfw7yw6m7zejo	Toda		aṛpïn	dowry (of buffaloes given by girl's father)	dedr			0	Dowry formation retains root vowel first.
d79	d79	Toda	R	R	aṛpɨn	f_xxhclaurmefxe	database	f_xxhclaurmefxe	Toda		aṛpïn	dowry (given by an older man to a younger man or woman also by a brother to his sister)	bhaskararao-toda2025[p. 8, entry 7];emeneau-toda1984[p. 26];bhaskararao-toda-notes[p. 10]	noun		0	Dowry formation retains root vowel first.
d79	d79	Tulu	R	R	aḍevuni	f_2czl4itijl5my	database	f_2czl4itijl5my	Tulu		aḍevuni	to roost, perch	dedr			0	Order retained.
d79	d79	Tulu	R	R	aḍepuni	f_to5qe237ulnnk	database	f_to5qe237ulnnk	Tulu		aḍepuni	to roost, perch	dedr			0	Order retained.
d79	d79	Tulu	R	R	aḍavu	f_ypmg2llxfyqem	database	f_ypmg2llxfyqem	Tulu		aḍavu	mortgage, pledge	dedr			0	Order retained.
d79	d79	markodi	R	R	adut	f_kucttwvkjljwk	database	f_kucttwvkjljwk	markodi		adut̪	Near	canvin2025	dialect:markodi:markodi_vannarkadav:Vannarkadav		0	Attested near form; limited lexical evidence.
d80	d80	Badaga	R	R	adaku	f_rpwardm5k5nay	database	f_rpwardm5k5nay	Badaga		adaku	to pile up, arrange in piles	hockings-pilotraichoor1992[p. 12, col. 2]	verb tr uncertain alternate		0	Order retained with geminate and transitivity variants.
d80	d80	Badaga	R	R	adangu	f_qlp56u3lfnxfg	database	f_qlp56u3lfnxfg	Badaga		adangu	to be aligned, be ranked, be piled up, be arranged in heaps	hockings-pilotraichoor1992[p. 12, col. 2]	verb intr uncertain		0	Order retained with geminate and transitivity variants.
d80	d80	Badaga	R	R	aḍduku	f_omynkozumxnbq	database	f_omynkozumxnbq	Badaga		aḍduku	to pile up, arrange in piles	hockings-pilotraichoor1992[p. 12, col. 2]	verb tr uncertain alternate		0	Order retained with geminate and transitivity variants.
d80	d80	Kannada	R	R	aḍuku	f_fob2thjnbbgdg	database	f_fob2thjnbbgdg	Kannada		aḍuku	to pack, pile as pots, heap up	dedr			0	Both medial vowels preserve order.
d80	d80	Kannada	R	R	aḍaku	f_etc3hvk2wv3fq	database	f_etc3hvk2wv3fq	Kannada		aḍaku	to pack, pile as pots, heap up	dedr			0	Both medial vowels preserve order.
d80	d80	Kodagu	R	R	aḍak- (aḍaki-)	f_cdobzpxcdl4ko	database	f_cdobzpxcdl4ko	Kodagu		aḍak- (aḍaki-)	to heap in order, filling space, to arrange formally	dedr			0	Related transitive/intransitive stems retain order.
d80	d80	Kodagu	R	R	aḍaŋg- (aḍaŋgi-)	f_yul7gpbpiiqao	database	f_yul7gpbpiiqao	Kodagu		aḍaŋg- (aḍaŋgi-)	to be piled in order, filling space	dedr			0	Related transitive/intransitive stems retain order.
d80	d80	Kota	R	R	aṛk- (aṛky-)	f_hmb5m77xlqboo	database	f_hmb5m77xlqboo	Kota		aṛk- (aṛky-)	to pile up in order	dedr			0	Medial-vowel syncope only.
d80	d80	Kota	R	R	aṛg- (aṛgy-)	f_4xnogxq7ygdtw	database	f_4xnogxq7ygdtw	Kota		aṛg- (aṛgy-)	to be piled up in order	dedr			0	Medial-vowel syncope only.
d80	d80	Malayalam	R	R	aṭukkuka	f_byyhvqqcidgf2	database	f_byyhvqqcidgf2	Malayalam		aṭukkuka	to pile up	dedr			0	Original order retained.
d80	d80	Malayalam	R	R	aṭukku	f_gvtu6wbc4nznu	database	f_gvtu6wbc4nznu	Malayalam		aṭukku	row, pile, layer	dedr			0	Original order retained.
d80	d80	Tamil	R	R	aṭukku	f_55codsb7ffihi	database	f_55codsb7ffihi	Tamil		aṭukku (aṭukki-)	to pile up one on top of another, heap up in order; pile, series, row, tier	dedr	noun verb Tamil-class-3 weak	(aṭukki-)	0	Original order retained.
d80	d80	Tamil	R	R	aṭukkam	f_n7xtwstpi4dpa	database	f_n7xtwstpi4dpa	Tamil		aṭukkam	pile, tier, range of mountains, mountain slope	dedr			0	Original order retained.
d80	d80	Telugu	R	R	aḍuku	f_z3onimgv2kbbe	database	f_z3onimgv2kbbe	Telugu		aḍuku	to pile up, arrange in a set or series; a series or set of things, a compact pile of articles	dedr	noun		0	High-vowel derivative retains V–apical order.
d80	d80	Toda	R	R	oṛk- (oṛky-)	f_b7vdvhuy4pqcw	database	f_b7vdvhuy4pqcw	Toda		oṛk- (oṛky-)	to pile	dedr			0	Medial-vowel syncope and vowel quality change only.
d80	d80	Toda	R	R	oḍg- (oḍgy-)	f_zbo4ucfd2lukk	database	f_zbo4ucfd2lukk	Toda		oḍg- (oḍgy-)	to be piled up in order	dedr			0	Medial-vowel syncope and vowel quality change only.
d81	d81	Kui	A	A	jāpa (jāt-)	f_dtl2swkzoslhk	database	f_dtl2swkzoslhk	Kui		jāpa (jāt-)	"to request a favour, beg, ask, borrow, pray; request, entreaty, act of begging; (for*ṭ: Kuij, see Burrow and Bhattacharya, <i><xref=""iij"">IIJ</xref=""iij""></i> 5.122); to request a favor, beg, ask, borrow, pray; request, entreaty, act of begging"	dedr;burrow-emeneau1972den1[p. 399, entry 71]	noun	noun sense: request, entreaty, act of begging	0	Published displacement comparison with exceptional consonant correspondence; insufficient primary verification.
d81	d81	Parji	R	R	aḍ	f_z7fqrro2enzuk	database	f_z7fqrro2enzuk	Parji		aḍ-	to ask, request	dedr			0	Order retained in a shorter related stem.
d81	d81	Parji	R	R	aḍi	f_iv5e75c5vmp5m	database	f_iv5e75c5vmp5m	Parji		aḍi-	to ask, request	dedr		S	0	Order retained in a shorter related stem.
d81	d81	Tamil	A	A	aḷavu	f_c5lcfafd7qif6	database	f_c5lcfafd7qif6	Tamil		aḷavu (aḷavi-)	to inquire after one's health	dedr	verb Tamil-class-3 weak	(aḷavi-)	0	Meaning compatible; ṭ : ḷ needs an independent account.
d81	d81	Telugu	R	R	aḍugu	f_ssqxolnzzhyuq	database	f_ssqxolnzzhyuq	Telugu		aḍugu	to ask, question, beg, solicit, request, demand	dedr			0	Order retained; u is securely attested, reconstruction of identical derivative across branches is not.
d81	d81	Tulu	A	A	naṭṭuni	f_lx7lfnzhr36py	database	f_lx7lfnzhr36py	Tulu		naṭṭuni	to beg, request, apply, beg	dedr			0	Initial n and gemination unresolved; not counted as displacement.
d81	d81	Tulu	A	A	naṭṭu	f_xftt7a5tdjsdc	database	f_xftt7a5tdjsdc	Tulu		naṭṭu	begging, beggarly	dedr			0	Initial n and gemination unresolved; not counted as displacement.
d81	d81	Tulu	A	A	naṭṭā	f_lzb75dkzduj6k	database	f_lzb75dkzduj6k	Tulu		naṭṭā	a loan, lending. DED(N) 71	dedr			0	Initial n and gemination unresolved; not counted as displacement.
d81	d81	Tulu	A	A	naṭṭā	f_wif3qg7hfmrug	database	f_wif3qg7hfmrug	Tulu		naṭṭā	begging, beggarly	dedr			0	Initial n and gemination unresolved; not counted as displacement.
d86	d86	Kannada	R	R	aḍegal	f_5v5h4bsqn6n5w	database	f_5v5h4bsqn6n5w	Kannada		aḍegal	anvil	dedr			0	Compound and free base retain order.
d86	d86	Kannada	R	R	aḍagallu	f_2adcobs72oirc	database	f_2adcobs72oirc	Kannada		aḍagallu	anvil	dedr			0	Compound and free base retain order.
d86	d86	Kannada	R	R	aḍe	f_cfhsk6zuu5i2y	database	f_cfhsk6zuu5i2y	Kannada		aḍe	the piece of wood on which the five artisans put the article which they happen to operate upon, a support	dedr			0	Compound and free base retain order.
d86	d86	Kota	R	R	aṛ gal	f_pqqvaj2tigvtk	database	f_pqqvaj2tigvtk	Kota		aṛ gal	small anvil	dedr			0	Syncope in first member; apical still follows vowel.
d86	d86	Malayalam	R	R	aṭa-kkallu	f_qnfrrlnd6nu6o	database	f_qnfrrlnd6nu6o	Malayalam		aṭa-kkallu	anvil of goldsmiths	dedr			0	Compound retains order.
d86	d86	Tamil	R	R	aṭai	f_3v2pp5qe3iz3y	database	f_3v2pp5qe3iz3y	Tamil		aṭai	prop. slight support	dedr			0	Support base and compound retain order.
d86	d86	Tamil	R	R	aṭai-kal	f_45d6f2kmecney	database	f_45d6f2kmecney	Tamil		aṭai-kal	anvil	dedr			0	Support base and compound retain order.
d86	d86	Telugu	D	D	ḍā-kallu	f_6lm5yuchfts6k	database	f_6lm5yuchfts6k	Telugu		ḍā-kallu	anvil	dedr			0	Initial member displaced and lengthened; dental merger and compound alternation later.
d86	d86	Telugu	D	D	ḍā-kali	f_fwhhaejmlon5s	database	f_fwhhaejmlon5s	Telugu		ḍā-kali	anvil	dedr			0	Initial member displaced and lengthened; dental merger and compound alternation later.
d86	d86	Telugu	D	D	dākali	f_od5d6qhvd3ncw	database	f_od5d6qhvd3ncw	Telugu		dākali	anvil	dedr			0	Initial member displaced and lengthened; dental merger and compound alternation later.
d86	d86	Telugu	D	D	dāyi	f_tveuktoelmakq	database	f_tveuktoelmakq	Telugu		dāyi	anvil	dedr			0	Initial member displaced and lengthened; dental merger and compound alternation later.
d86	d86	Telugu	D	D	dā-gali	f_xo7olulbxcnbo	database	f_xo7olulbxcnbo	Telugu		dā-gali	anvil	dedr			0	Initial member displaced and lengthened; dental merger and compound alternation later.
d86	d86	Tulu	R	R	aṭṭɛ	f_zm5zaum5z5y7u	database	f_zm5zaum5z5y7u	Tulu		aṭṭè	a support, stand	dedr			0	Support word has strengthened medial consonant; not identical compound.
d202	d202	Kannada	R	R	arase	f_wk7ofxbtqdera	database	f_wk7ofxbtqdera	Kannada		arase	id	dedr			0	Native vowel-first derivatives plus explicit Telugu loan rāvi.
d202	d202	Kannada	R	R	araḷi	f_jtjfkpam5olwy	database	f_jtjfkpam5olwy	Kannada		araḷi	id	dedr			0	Native vowel-first derivatives plus explicit Telugu loan rāvi.
d202	d202	Kannada	R	B	rāvi	f_rsycwkecxxomo	database	f_rsycwkecxxomo	Kannada		rāvi	id. (&lt; Te.)	dedr			0	Native vowel-first derivatives plus explicit Telugu loan rāvi.
d202	d202	Kodagu	R	R	araḷi-mara	f_tmpdp6hqn6cqg	database	f_tmpdp6hqn6cqg	Kodagu		araḷi-mara	id	dedr			0	Vowel-first first compound member.
d202	d202	Kolami	A	A	ra·vi	f_ncueljlaq4q4a	database	f_ncueljlaq4q4a	Kolami		ra·vi	id	dedr			0	Possible Telugu loan; middle dot is retained source quantity notation.
d202	d202	Konda	A	A	rāyi maran	f_m5vfhxnjpm7zk	database	f_m5vfhxnjpm7zk	Konda		rāyi maran	id. DED(N) 168; the pipal tree	dedr;burrow-emeneau1972den1[p. 400, entry 168]			0	Possible Telugu loan; no inherited innovation counted.
d202	d202	Malayalam	R	R	aracu	f_ggtpsgsuskkwy	database	f_ggtpsgsuskkwy	Malayalam		aracu	F. religiosa	dedr			0	Different extensions, retained ordering.
d202	d202	Malayalam	R	R	arayāl	f_hido7zk3vln6u	database	f_hido7zk3vln6u	Malayalam		arayāl	F. religiosa	dedr			0	Different extensions, retained ordering.
d202	d202	Tamil	R	R	aracu	f_m4yz3ao4cdt5g	database	f_m4yz3ao4cdt5g	Tamil		aracu	pipal	dedr			0	Old Tolkāppiyam arai retained; botanic identification itself marked probable in source.
d202	d202	Tamil	R	R	arai	f_aag2gwecb4les	database	f_aag2gwecb4les	Tamil		arai	a tree, prob. pipal (Tolk.)	dedr			0	Old Tolkāppiyam arai retained; botanic identification itself marked probable in source.
d202	d202	Telugu	D	D	rāvi	f_jd42hn34rdaqo	database	f_jd42hn34rdaqo	Telugu		rāvi	id	dedr			0	Displaced/contracted initial portion; final consonant derivation unresolved.
d202	d202	Telugu	D	D	rāgi	f_zffwdujrcnywi	database	f_zffwdujrcnywi	Telugu		rāgi	id	dedr			0	Displaced/contracted initial portion; final consonant derivation unresolved.
d221	d221	Kannada	R	R	arudu	f_54hh7tbot3ida	database	f_54hh7tbot3ida	Kannada		arudu	that is impossible, wonderful, great or important	dedr			0	Additional a variant does not reverse order.
d221	d221	Kannada	R	R	aridu	f_v2osvef47gtfo	database	f_v2osvef47gtfo	Kannada		aridu	that is impossible, wonderful, great or important	dedr			0	Additional a variant does not reverse order.
d221	d221	Kannada	R	R	aradu	f_ecgh3s4mvzwye	database	f_ecgh3s4mvzwye	Kannada		aradu	that is impossible, wonderful, great or important	dedr			0	Additional a variant does not reverse order.
d221	d221	Kota	R	R	arg- (argy-)	f_ir2jg5gwx5weo	database	f_ir2jg5gwx5weo	Kota		arg- (argy-)	to be reduced (water by evaporation), (swelling) goes down, become reformed in character, be depressed (because of poverty)	dedr			0	Medial high-vowel loss.
d221	d221	Kota	R	R	ark- (arky-)	f_xxlsfejoliag4	database	f_xxlsfejoliag4	Kota		ark- (arky-)	to use up extravagantly	dedr			0	Medial high-vowel loss.
d221	d221	Malayalam	R	R	arutu	f_pj75k7ajar65m	database	f_pj75k7ajar65m	Malayalam		arutu	what ought not to be, impossibility	dedr			0	Direct suffix and quality comparisons.
d221	d221	Malayalam	R	R	ariya	f_2g43dbt4cw6u2	database	f_2g43dbt4cw6u2	Malayalam		ariya	rare, uncommon	dedr			0	Direct suffix and quality comparisons.
d221	d221	Malayalam	R	R	arukuka	f_yaw6pqdmfe3sm	database	f_yaw6pqdmfe3sm	Malayalam		arukuka	to diminish	dedr			0	Direct suffix and quality comparisons.
d221	d221	Tamil	R	R	aru (arum, ār)	f_xetbzxfy7fvaw	database	f_xetbzxfy7fvaw	Tamil		aru (arum, ār)	rare, difficult, etc	dedr			0	Short root and extensions retain order.
d221	d221	Tamil	R	R	ariya	f_prr6gauhbhiv2	database	f_prr6gauhbhiv2	Tamil		ariya	difficult	dedr			0	Short root and extensions retain order.
d221	d221	Tamil	R	R	aruku	f_i23n6p6yd2nno	database	f_i23n6p6yd2nno	Tamil		aruku (aruki-)	to become scarce, diminished, be reduced, happen rarely, disappear	dedr	verb Tamil-class-3 weak	(aruki-)	0	Short root and extensions retain order.
d221	d221	Telugu	R	R	arudu	f_k42ari4dplz4u	database	f_k42ari4dplz4u	Telugu		arudu	rare, scarce, excellent; rarity, marvel, surprise	dedr	noun		0	Both high-vowel formations retain order.
d221	d221	Telugu	R	R	aridi	f_rbqgsqh7nbbqa	database	f_rbqgsqh7nbbqa	Telugu		aridi	rare, uncommon, difficult, impossible, wonder, surprise, astonishment. DED(S) 184	dedr			0	Both high-vowel formations retain order.
d221	d221	Toda	R	R	arx- (arxy-)	f_hz7mvptz3wsuu	database	f_hz7mvptz3wsuu	Toda		arx- (arxy-)	to be subdued	dedr			0	Medial high-vowel loss and local consonant development.
d221	d221	Toda	R	R	ark- (arky-)	f_vhjdsajkc4fh4	database	f_vhjdsajkc4fh4	Toda		ark- (arky-)	to subdue	dedr			0	Medial high-vowel loss and local consonant development.
d221	d221	Tulu	R	R	arkuni	f_k24vao3ztfg5c	database	f_k24vao3ztfg5c	Tulu		arkuni	to become less, be humbled, depressed	dedr			0	Syncope creates internal rk, not initial r.
d228	d228	Badaga	R	R	are	f_hjpyj5kedczg6	database	f_hjpyj5kedczg6	Badaga		are	to crush, grind (spices), prepare (food; arep-, aret-)	hockings-pilotraichoor1992[p. 30, col. 2]	verb tr uncertain		0	Retained ordering.
d228	d228	Gondi	A	R	aṛs	f_tikftqrwqzbni	database	f_tikftqrwqzbni	Gondi		aṛs-	to wipe (nose) (<i>Voc.</i> 89)	dedr	dialect:Gondi:maria:Maria	Ma.	0	Maria retains vowel; Koya rāy has possible Telugu contact.
d228	d228	Gondi	A	A	rāy	f_72hb2rsmax37e	database	f_72hb2rsmax37e	Gondi		rāy-	to rub (<i>Voc.</i> 3024)	dedr	dialect:Gondi:koya:Koya	Ko.	0	Maria retains vowel; Koya rāy has possible Telugu contact.
d228	d228	Irula	A	A	re- (ret-)	f_2wy3fkoimj6b2	database	f_2wy3fkoimj6b2	Irula		re- (ret-)	to grind	dedr			0	Initial loss and contraction plausible; no independent common SCDr chronology.
d228	d228	Kannada	R	R	are (arad-)	f_qhcczwoevdv4y	database	f_qhcczwoevdv4y	Kannada		are (arad-)	to grind, pulverize, crush; state of being ground, etc	dedr	noun		0	Retained ordering; transitive morphology explicit.
d228	d228	Kannada	R	R	arayisu	f_ch6vjdrx2qem6	database	f_ch6vjdrx2qem6	Kannada		arayisu	to cause to grind, etc	dedr			0	Retained ordering; transitive morphology explicit.
d228	d228	Kannada	R	R	araccu	f_mntswx5kxvkaa	database	f_mntswx5kxvkaa	Kannada		araccu	to crush	dedr;Hav-Kannada	dialect:Kannada:havyaka:Havyaka	Hav.	0	Retained ordering; transitive morphology explicit.
d228	d228	Kodagu	R	R	ara- (arap-, arat-)	f_soosuoewkknnu	database	f_soosuoewkknnu	Kodagu		ara- (arap-, arat-)	to grind with roller stone, mix up in a paste in preparing curry spices	dedr			0	Retained ordering.
d228	d228	Kolami	A	A	rāk	f_zj4yxs2w56wz2	database	f_zj4yxs2w56wz2	Kolami		rāk-	to rub teeth, wash	dedr;SR-Kolami		SR.	0	Possible regional loan, not a demonstrated independent change.
d228	d228	Konda	D	D	rās- (-t-)	f_zhn3xn46dlcoa	database	f_zhn3xn46dlcoa	Konda		rās- (-t-)	to plaster (walls), anoint (body or body parts), clean (teeth, etc.)	dedr			0	Initial displacement good; e/a derivational alternation unresolved.
d228	d228	Konda	D	D	rēs- (-t-)	f_6dkjlb37eqv4o	database	f_6dkjlb37eqv4o	Konda		rēs- (-t-)	to stir and mix, plate (metals)	dedr			0	Initial displacement good; e/a derivational alternation unresolved.
d228	d228	Kota	R	R	arv- (art-)	f_q5kywlo5g74xo	database	f_q5kywlo5g74xo	Kota		arv- (art-)	to grind (chilies)	dedr			0	Internal syncope.
d228	d228	Kota	R	R	arm ( art-)	f_krajbpb6ksp5y	database	f_krajbpb6ksp5y	Kota		arm ( art-)	file	dedr	obl		0	Internal syncope.
d228	d228	Kui	D	D	rāga (rāgi-)	f_nmzrcryjf6f6s	database	f_nmzrcryjf6f6s	Kui		rāga (rāgi-)	to be rubbed, worn by friction, be chafed; friction, abrasion, attrition	dedr	noun		0	Displaced forms with multiple vowel/stop formations; stop cluster reversal separately identified.
d228	d228	Kui	D	D	rēsa (rēsi-)	f_a3yngh6kmtqvi	database	f_a3yngh6kmtqvi	Kui		rēsa (rēsi-)	to rub, chafe; act of rubbing	dedr	noun		0	Displaced forms with multiple vowel/stop formations; stop cluster reversal separately identified.
d228	d228	Kui	D	D	rāpka	f_2vphnxjlhsbli	database	f_2vphnxjlhsbli	Kui		rāpka	(&lt;rāk-p-; rākt-) to cause to rub together, wear by friction	dedr			0	Displaced forms with multiple vowel/stop formations; stop cluster reversal separately identified.
d228	d228	Kuwi	A	D	rāc	f_rvysgwffgsmyw	database	f_rvysgwffgsmyw	Kuwi		rāc-	to wash (clothes)	dedr	dialect:Kuwi:sunkar:Sunkarametta	Su.	0	rā- forms support displacement; mlekʰ- cannot yet be assigned the same root.
