Group_ID	Display_Form	Display_Gloss	Head_Strategy	N_Records	N_Attested	N_Telugu_Records	Languages	Reconstructions	Reconstruction_IDs	Reconstructed_Input_Flags	Comparative_Input_Flags	Telugu_Forms	Status	Scope	In_Independent_Input_Screen	In_Prior_Cluster_Triage	In_Local_Stop_Process_Audit
d1099	*ganS-		merriam-pdr	25	23	0	Badaga;Gadaba;Gondi;Kannada;Koraga;Kui;Kurux;Kuwi;Manda;Parji;Pengo;Tulu	*ganS-	d1099;f_e2u2uev3ufoua	postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d11	*akaẓ-tt-ay	; moat	krishnamurti-pfeiffer	46	42	1	Badaga;Gadaba;Kannada;Kolami;Kota;Kurux;Malayalam;Malto;Naiki;Tamil;Telugu;Toda;Tulu	*akaẓ-tt-ay | **arVkV | *agáẓ-	d11;f_lvtf3eviagj3k;f_vk7a7cp43kc3c;f_xqdb3jmae66xw	nonapical-control;postapical-cluster;short-vowel-apical	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	agaḍta	entry	not-in-current-full-casebook	1	0	0
d110	aṇ		dedr-reflex	24	22	0	Kannada;Malayalam;Tamil;Tulu	*aṇ-	f_gsfoxvg6rg3v6	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1100	xaccnā		dedr-reflex	7	5	0	Kurux;Malto	*qac	f_q2ji767qguhcm	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1101	kajjnā		dedr-reflex	4	2	0	Kurux;Malto	*kaǯ	f_c4rbq5etaqr4c		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1102	kaja (kaji-)		dedr-reflex	6	3	0	Kui;Kuwi	*ganǯ- | *kaǯ-	f_4lv65r3fh4f4m;f_w4hrmtgtwac56	postapical-cluster;short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1103	gajani		dedr-reflex	4	2	0	Kannada;Tulu	*gaǯan-i	f_m7qqjwic3gpwm		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1104	*kañci	gruel	krishnamurti-pfeiffer	90	22	3	Badaga;Gondi;Kannada;Kodagu;Konda;Kui;Kurux;Naiki;Parji;Telugu;Tulu	*kañci | *kaǯǯ-	d1104;f_aohlgfawuaj4o;f_grsvkwdk25wfo		long-vowel-apical-control;nonapical-control	kasimiri | gajji | kasi	entry	not-in-current-full-casebook	0	0	0
d1105	gañjaṇike		dedr-reflex	5	3	0	Kannada;Tulu	*ganǯaṇig-ai	f_7d3mdi6acquha	postapical-cluster;short-vowel-apical			entry	not-in-current-full-casebook	0	0	0
d1106	kaj		dedr-reflex	11	9	0	Badaga;Kota;Toda	*ka(n)ǯ-	f_soiwkkriqmpjo		long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1107	*genǯ-		merriam-pdr	55	32	1	Badaga;Gadaba;Gondi;Kannada;Kodagu;Konda;Kota;Kurux;Kuwi;Malayalam;Tamil;Telugu;Toda;Tulu	*genǯ-	d1107;f_e5d76ukzyykes	postapical-cluster;short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical	ganji	entry	not-in-current-full-casebook	0	0	0
d1108	kañci		dedr-reflex	5	4	0	Kannada;Tulu						entry	not-in-current-full-casebook	0	0	0
d1109	*kaṭ-ay	; end, place	krishnamurti-pfeiffer	237	197	17	Badaga;Brahui;Gadaba;Gondi;Kannada;Kodagu;Konda;Koraga;Kota;Kui;Kurux;Kuwi;Malayalam;Malto;Manda;Parji;Pengo;Tamil;Telugu;Toda;Tulu	*kaṭ-ay | *k̂aḍ-a- | *kaṭ-ai | **kaṭṭV | *kaṭṭ-/ *kaṭṭ-i	d1109;f_2izq3h5d26mr6;f_qj6qz7ufbzwgy;f_va5vwbhjooeji;f_ygscm3rgjrphg	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kaḍapala | kaḍapaṭi | kaḍacu | kaḍapa | gaḍapa | kaḍategu | gaḍacu | kaḍapaṭa | kaḍapu | kaḍa | kaḍama | gaḍupu | kaḍacanu | kaṭṭakaḍa | gaḍucu | kaḍagoṭṭu | gaḍuvu	entry	not-in-current-full-casebook	1	0	1
d111	*aṇV́-		merriam-pdr	10	8	3	Kannada;Malto;Telugu;Tulu	*aṇV́-	d111;f_obndeeyh53qva	postapical-cluster;short-vowel-apical	short-vowel-apical	aṇakamu | aṇakincu | aḍakincu	entry	not-in-current-full-casebook	1	0	0
d1110	kaṭakaṭav-eṉal		dedr-reflex	31	30	5	Kannada;Kota;Kurux;Malto;Tamil;Telugu;Tulu				geminate-apical-control;postapical-cluster;short-vowel-apical	kaṭa kaṭa | kaṭakaṭa | kaṭukku | gaḍagaḍa	entry	not-in-current-full-casebook	1	0	0
d1111	kaḍagu		dedr-reflex	12	10	6	Kannada;Telugu	*kaḍ-	f_f7mcpsq5iejcm	short-vowel-apical	short-vowel-apical	kaḍaŋka | kaḍãka | kaḍãgu | kaṇãgu | kaṇãka | kaḍaŋgu	entry	not-in-current-full-casebook	1	0	0
d1112	kaṭapaṭāv-eṉal		dedr-reflex	12	11	2	Kannada;Tamil;Telugu;Tulu				short-vowel-apical	gaḍabaḍa | gaḍabiḍa	entry	not-in-current-full-casebook	1	0	0
d1113	kaṭam		dedr-reflex	21	19	0	Badaga;Gondi;Kannada;Malayalam;Tamil;Toda;Tulu	*kaḍ-am	f_ctsmxrv75svmq	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1114	*kaṭ-V-ñcc	; stag	krishnamurti-pfeiffer	35	30	7	Badaga;Kannada;Kodagu;Kolami;Kurux;Malayalam;Naikri;Tamil;Telugu;Tulu	*kaṭ-V-ñcc | *kaṭ-V-ñcc/-ntt | *kaṭ-V-ntt | *k̂aḍ- | **kaṭVcV	d1114;f_dgqivdswk6lxy;f_gqngbkucivnne;f_lzoakxxswzb5k;f_o4tfxpwwhes5u	postapical-cluster;short-vowel-apical	nonapical-control;short-vowel-apical	kaṇuju | kaḍãti | kaḍãju | kaḍiti | kaṇiti | kaṇãju | kaṇãti	entry	not-in-current-full-casebook	1	0	0
d1115	kaṭampaṉ		dedr-reflex	4	3	0	Malayalam;Tamil				short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1116	*kaṭ-ampu	<i>Anthocephalus cadamba</i>	krishnamurti-pfeiffer	36	15	2	Gadaba;Kannada;Malayalam;OTelugu;Tamil;Telugu;Toda	*kaṭ-ampu | *kaḍamb-	d1116;f_aoli2byifsxq2	short-vowel-apical	postapical-cluster;short-vowel-apical	kaḍāmi-ceṭṭu | kaḍimi	entry	not-in-current-full-casebook	1	0	0
d1117	*kaḍ-Vnḍ-		merriam-pdr	32	30	7	Badaga;Gondi;Kannada;Kodagu;Kolami;Kui;Malayalam;Parji;Tamil;Telugu;Toda;Tulu	*kaḍ-Vnḍ-	d1117;f_nzh5v32q6jpp2	postapical-cluster;short-vowel-apical	long-vowel-apical-control;postapical-cluster;short-vowel-apical	kaḍaju | kaḍũduru | kanduru | kandurī̃ga | kaṇaju | kandirī̃ga | kaṇũduru	entry	not-in-current-full-casebook	1	0	0
d1118	*kaṭ-al	sea, ocean	krishnamurti-pfeiffer	13	10	3	Badaga;Kannada;Kodagu;Malayalam;Tamil;Telugu;Tulu	*kaṭ-al | *kaḍal-	d1118;f_7b5cso7mat3ha;f_z27y2vju27fio	short-vowel-apical	nonapical-control;short-vowel-apical	kaḍalu-konu | kaḍalu | kaḍali	entry	not-in-current-full-casebook	1	0	0
d112	aṇaŋku		dedr-reflex	18	16	3	Gondi;Kannada;Tamil;Telugu;Tulu	*aṇá-ŋ-	f_ggqmsttmlqbay	short-vowel-apical	postapical-cluster;short-vowel-apical	aṇãcu | aṇãgu | aṇãkuva	entry	not-in-current-full-casebook	1	0	0
d1120	kaṭalai		dedr-reflex	16	14	0	Badaga;Kannada;Kodagu;Kota;Malayalam;Tamil;Tulu	*kaḍal-	f_vuh34v2aqvoho	short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1121	kaṭalai		dedr-reflex	3	2	0	Malayalam;Tamil				short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1122	kaḍavasa		dedr-reflex	10	7	3	Kannada;Telugu;Tulu	*kaḍāsu | *kaḍavasa	f_jdzp4qpaddjoe;f_xtxsrlkqktg72	short-vowel-apical	short-vowel-apical	kaḷāsamu | kaḷavasamu | kaḍavasamu	entry	not-in-current-full-casebook	1	0	0
d1124	**kaṭṭ-		krishnamurti-pfeiffer	44	41	1	Badaga;Brahui;Gondi;Kannada;Kodagu;Konda;Kota;Kurux;Malayalam;Pengo;Tamil;Telugu;Toda;Tulu;markodi	**kaṭṭ- | **kaṭṭ | *k̂aṬ-	d1124;f_3wcedknxjcof6;f_45wlfcld2zqvm	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kāṭu	entry	not-in-current-full-casebook	1	0	0
d1125	**kaṭṭV		krishnamurti-pfeiffer	27	25	2	Badaga;Kannada;Kurux;Malayalam;Tamil;Telugu;Tulu;pampa	**kaṭṭV | *kaṬ-	d1125;f_v3jastjcfllxy	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kaḍi-kaṇḍalu | kaḍi	entry	not-in-current-full-casebook	1	0	0
d1126	*kaṭi (-v-, -nt-)		merriam-pdr	4	2	0	Malto;Tamil	*kaṭi (-v-, -nt-)	d1126;f_3hbyigynkr26w	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1127	kaṭi		dedr-reflex	5	3	0	Kannada;Tamil	*kaṭi	f_yrcbdstdbel72	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1128	kaṭi		dedr-reflex	6	4	0	Kannada;Tamil	*kaṭi	f_2bmdtgf5y2bm2	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1129	kaṭi		dedr-reflex	4	2	1	Tamil;Telugu	*kaṭi	f_oiyyyud7ozklu	short-vowel-apical	short-vowel-apical	kaḍi	entry	not-in-current-full-casebook	1	0	0
d113	aṇaŋku		dedr-reflex	5	3	0	Kannada;Tamil	*aṇaŋ-	f_6pffvenrpnpyg	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1130	kaṭikai		dedr-reflex	5	3	1	Malayalam;Tamil;Telugu	*kaṭikai	f_gywdolk3jonaq	short-vowel-apical	short-vowel-apical	gaḍacīla	entry	not-in-current-full-casebook	1	0	0
d1131	kaṭiccai		dedr-reflex	4	2	1	Tamil;Telugu	*kaṭiccai	f_yfayvnqjnorx6	short-vowel-apical	short-vowel-apical	kaḍise	entry	not-in-current-full-casebook	1	0	0
d1132	*kaṛij-al		merriam-pdr	12	10	0	Gondi;Kolami;Kui;Kuwi;Naikri	*kaṛij-al	d1132;f_2sp6x3jl5wglc	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1133	kaṭivāḷam		dedr-reflex	21	19	2	Badaga;Gondi;Kannada;Kota;Malayalam;Tamil;Telugu;Toda;Tulu	*kaḍ[i]-	f_kfmqcjvzxmopc	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kaḷḷiyamu | kaḷḷemu	entry	not-in-current-full-casebook	1	0	0
d1134	*kam-kuẓi	armpit	krishnamurti-pfeiffer	19	15	2	Gondi;Konda;Kuwi;Malayalam;Parji;Tamil;Telugu;Toda	*kam-kuẓi | *kat_-kāj	d1134;f_entp6iucya7gq;f_lss4q3o4hsv22;f_zt6fvlmlexbmu	nonapical-control	nonapical-control;postapical-cluster;short-vowel-apical	karaka | karakkāya	entry	not-in-current-full-casebook	1	0	0
d1135	*kaṭ-V-	; be bitter, pungent	krishnamurti-pfeiffer	70	64	5	Badaga;Brahui;Gondi;Kannada;Kodagu;Kolami;Konda;Kui;Kurux;Kuwi;Malayalam;Malto;Naikri;Tamil;Telugu;Tulu	*kaṭ-V- | **kaṭVkV | *kaṭ-V | *kaḍ-	d1135;f_2mj2zarcykbbu;f_eyeuesrkqt32y;f_hvi5svh4jrwiy;f_ssqt2xq3byv4k;f_uhqk73w6n7lcw	postapical-cluster;short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kaḍĩdi | kaḍu | kaṭṭĩḍi | kaḍimi | kaṭṭ-aluka	entry	not-in-current-full-casebook	1	0	0
d1136	kaṭuñcūl		dedr-reflex	10	8	0	Malayalam;Tamil;Toda;Tulu	*kaḍ-	f_5mqekaseoeueu	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1137	kaṭuku		dedr-reflex	15	13	0	Badaga;Kodagu;Kota;Malayalam;Tamil;Toda	*kaṭuku	f_ren5hplwlfg4g	short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1138	kaṭukkaṉ		dedr-reflex	15	11	0	Kannada;Kodagu;Kota;Malayalam;Tamil	*kaḍVk-	f_5jc6mjassn57w	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1139	kaḍumbu		dedr-reflex	20	16	1	Badaga;Gondi;Kannada;Kodagu;Telugu;Tulu	*kaḍabu | *kaḍubu | *kaḍumbu	f_eenxdc43luq4m;f_owmpdelovyl2c;f_vaaxg4y3a75oi	short-vowel-apical	nonapical-control;short-vowel-apical	kuḍumu	entry	not-in-current-full-casebook	1	0	0
d114	aṇal		dedr-reflex	18	16	0	Kannada;Kota;Malayalam;Tamil;Toda	*aṇaŋ- (?)	f_bxw63fzvxcul4	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1140	*Kaḍ-		merriam-pdr	15	13	0	Gondi;Kannada;Kota;Malayalam;Malto;Tamil	*Kaḍ-	d1140;f_pn47loe7yidyw	short-vowel-apical	geminate-apical-control;long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1141	*kaḍ-		merriam-pdr	43	41	0	Badaga;Gondi;Kannada;Kodagu;Konda;Kota;Kui;Malayalam;Malto;Tamil;Toda;Tulu	*kaḍ-	d1141;f_pshkpuwpeuu5q	short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1142	kaṭai		dedr-reflex	4	2	0	Malayalam;Tamil	*kaṭai	f_hnndrpnlmy7c4	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1143	kaṛmā		dedr-reflex	4	2	0	Kurux;Malto	*kaṛmā	f_625ag7qj7ydku	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1144	keṭṭi		dedr-reflex	23	21	5	Badaga;Kannada;Kodagu;Malayalam;Tamil;Telugu;Toda;Tulu	*gaṭ-	f_txziynssojcl6	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	gaṭṭivā̃ḍu | gaṭṭi | gaṭṭitanamu | gaḍusu | gaḍusari	entry	not-in-current-full-casebook	1	0	0
d1145	kaṭṭil		dedr-reflex	28	26	1	Badaga;Gondi;Kodagu;Konda;Kota;Kui;Kuwi;Malayalam;Manda;Pengo;Tamil;Telugu	*kaṭil-	f_paohrvsoow7oa	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kaṭli	entry	not-in-current-full-casebook	1	0	0
d1146	kaṭṭila		dedr-reflex	9	5	0	Kodagu;Kota;Malayalam	*kaṭṭiḷa | *kaṭṭila | *kaṭṭala	f_efzb4uro5toiu;f_jwbb2kiltd7xs;f_lkyn6crbsyn3i	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1147	*kaṭ-	a dam; to tie, bind	krishnamurti-pfeiffer	142	135	6	Badaga;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kui;Kuwi;Malayalam;Malto;Naiki;Naikri;Parji;Pengo;Tamil;Telugu;Toda;Tulu	*kaṭ- | *kaṭṭ-ay | *kaṭ | *kaṭṭ	d1147;f_3lskerly6no6q;f_5cmjs3gxeqb64;f_74a2s6q4dtbem;f_djjigsiskjgcg;f_hyacjy6d4ozzy;f_wt3u7c36tw6pc	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kaṭṭanamu | kaṭṭu | kaṭṭincu | gaṭṭu | kaṭṭaḍamu | kaṭṭa	entry	not-in-current-full-casebook	1	0	0
d1148	*gaṭ-		merriam-pdr	97	72	5	Badaga;Gadaba;Gondi;Kannada;Kodagu;Kolami;Kota;Kui;Kurux;Kuwi;Malayalam;Naikri;Parji;Tamil;Telugu;Toda;Tulu	*gaṭ- | *ganṭ- | *kaṭ-	d1148;f_23zlrsyg75m32;f_htqkheoia3ahg;f_vgy45byilihdq	postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kaṭṭu | gaḍḍu | gaḍusu | gaḍḍa | gaṭṭi	entry	not-in-current-full-casebook	1	0	0
d1149	*kaṭ-		merriam-pdr	14	12	3	Badaga;Kota;Malto;Tamil;Telugu;Toda;Tulu	*kaṭ-	d1149;f_rkz6nrgt55brq	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kaṭṭanamu | kaṭṭu | kaṭnamu	entry	not-in-current-full-casebook	1	0	0
d115	aṇāppu		dedr-reflex	5	3	0	Malayalam;Tamil	*aṇā-	f_czeu2tfvri4gq	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1150	*kaṭ-		merriam-pdr	7	5	1	Kannada;Parji;Telugu;Tulu	*kaṭ-	d1150;f_cuza6usuajolq	short-vowel-apical	geminate-apical-control;long-vowel-apical-control;postapical-cluster;short-vowel-apical	kaṭṭu	entry	not-in-current-full-casebook	1	0	0
d1151	kaṭṭai		dedr-reflex	15	13	0	Badaga;Gondi;Kota;Kui;Malayalam;Tamil	*kaṭṭai	f_5z5arajwj5m26	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1152	kaṭṭai		dedr-reflex	5	3	0	Badaga;Kannada;Tamil	*kaṭṭai	f_3qodvo55qlcp4	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1153	kaṭekaṭe		dedr-reflex	5	3	2	Kannada;Telugu	*kaṭekaṭe	f_ppujfx7qfss7u	short-vowel-apical	short-vowel-apical	kaṭakaṭākammulu | kaṭakaṭālu	entry	not-in-current-full-casebook	1	0	0
d1154	ebbukaṭṭe Strobilantʰes		dedr-reflex	15	13	0	AluKurumba;Badaga;Irula;Kota;Toda	*kaṭṭe	f_atxkstsye73is	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1155	gaṛūr		dedr-reflex	4	2	0	Kurux;Malto	*gaḍur	f_6ldzn2gj5m5qi	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1156	*gaḍam-		merriam-pdr	25	23	2	Badaga;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kuwi;Naikri;Parji;Tamil;Telugu;Tulu	*gaḍam-	d1156;f_pxli2agxjpogy	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	gaḍḍamu | gadduva	entry	not-in-current-full-casebook	1	0	0
d1157	kaṭṭāyam		dedr-reflex	7	5	1	Kannada;Malayalam;Tamil;Telugu	*kaṭṭāyam	f_jgupwvxlxwqzk	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	kaḍḍāyamu	entry	not-in-current-full-casebook	1	0	0
d1158	*gaḍ-		merriam-pdr	53	9	1	Gondi;Kolami;Konda;Kurux;Kuwi;Naikri;Telugu	*gaḍ-	d1158;f_53ki6zrvsscw4	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	gaḍḍi	entry	not-in-current-full-casebook	1	0	0
d1159	*kaṇ	; tear; eye	krishnamurti-pfeiffer	94	88	2	Badaga;Brahui;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kui;Kurux;Kuwi;Malayalam;Malto;Manda;Naiki;Naikri;Parji;Pengo;Tamil;Telugu;Toda;Tulu;markodi	*kaṇ | *kaṇ-ṇīr | *kaṇ- | **kaṇ	d1159;f_5xdkxzjcner6u;f_7pe7mi7qhpr6m;f_drfrvmgoidtqi;f_ndu2inra7jpd2;f_xhic2z2t6rypg	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kanu | kannu	entry	not-in-current-full-casebook	1	0	0
d116	aṇi		dedr-reflex	14	12	0	Kannada;Kodagu;Malayalam;Tamil;Tulu	*aṇi-	f_e6ldhpbrrngl2	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1160	*gaṇ-		merriam-pdr	138	38	4	Badaga;Brahui;Gondi;Kannada;Kolami;Kota;Kurux;Malayalam;Naikri;Tamil;Telugu;Toda;Tulu	*gaṇ-	d1160;f_l5qd3fadzjvfw	short-vowel-apical	geminate-apical-control;long-vowel-apical-control;postapical-cluster;short-vowel-apical	kannu | gaṇupu | kaṇupu | kanu	entry	not-in-current-full-casebook	1	0	0
d1161	kaṇ		dedr-reflex	4	2	0	Kannada;Tamil	*kaṇ	f_ce5oqhunbbi54	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1162	kaṇakaṇa		dedr-reflex	13	11	1	Kannada;Tamil;Telugu;Tulu	*kaṇakaṇa (-pp-, -tt-)	f_vh5buthmankii	short-vowel-apical	short-vowel-apical	gaṇagaṇa	entry	not-in-current-full-casebook	0	0	0
d1163	kaṇavāy		dedr-reflex	14	12	3	Badaga;Kannada;Kodagu;Malayalam;Tamil;Telugu;Tulu	*kaṇav-	f_oxlxhqvvpuflk	short-vowel-apical	short-vowel-apical	kanuma | kalama | kanama	entry	not-in-current-full-casebook	0	0	0
d1164	kaṇavīram		dedr-reflex	79	23	3	Gondi;Kannada;Malayalam;Tamil;Telugu	*ganner-	f_yywuveeltpx7u	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	ganneru | gannēru | geṇṭena	entry	not-in-current-full-casebook	0	0	0
d1165	**kaṇVkkV		krishnamurti-pfeiffer	17	15	1	Gadaba;Kannada;Kota;Kurux;Kuwi;Malto;Parji;Telugu;Tulu	**kaṇVkkV | *kaṇ-ik-	d1165;f_52nf5uoxl75z2	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical	kaṇika	entry	not-in-current-full-casebook	1	0	0
d1166	kaṇai		dedr-reflex	32	30	0	Badaga;Gondi;Kannada;Konda;Kota;Malayalam;Tamil;Toda;Tulu	*kaṇ-i	f_l4v53gmf3b342	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1167	kaṇai		dedr-reflex	7	5	0	Kannada;Malayalam;Tamil	*kana	f_kcuo6xchm764e	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1168	kaṇai		dedr-reflex	6	4	0	Kannada;Malayalam;Tamil	*kaṇai	f_uanouh6yy2kuc	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1169	kaṇkutti-ppāmpu		dedr-reflex	5	3	0	Malayalam;Tamil	*kaṇkutti-ppāmpu	f_wqtwkeiqcatp2	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d117	aṇi		dedr-reflex	7	5	1	Kannada;Malayalam;Tamil;Telugu	*aṇi	f_gwdhikzqcenda	short-vowel-apical	short-vowel-apical	ani	entry	not-in-current-full-casebook	1	0	0
d1170	kaṇṭam		dedr-reflex	4	2	1	Tamil;Telugu	*kaṇṭam	f_v5mhiewhsmds6	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical	gaṇṭamu	entry	not-in-current-full-casebook	0	0	0
d1171	*gaḍḍ-		merriam-pdr	91	17	2	Kannada;Kodagu;Kolami;Kuwi;Malayalam;Tamil;Telugu;Tulu	*gaḍḍ-	d1171;f_vw2zdi7gypkl4	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	gaḍḍa | geḍḍa	entry	not-in-current-full-casebook	1	0	0
d1172	kaṇṭavaṉ		dedr-reflex	13	11	0	Badaga;Kodagu;Kota;Tamil	*kaṇṭavan_	f_yhdndoe6gdsvq	postapical-cluster;short-vowel-apical	long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1173	*kaṇṭ-anṯu	husband, warrior	krishnamurti-pfeiffer	48	44	4	Badaga;Kannada;Kodagu;Kota;Malayalam;Malto;Naikri;Tamil;Telugu;Toda;Tulu	*kaṇṭ-anṯu | *ganḍ-	d1173;f_aebszvdpgabok;f_qkq2xxorqwvy4;f_suhx27xx367s6	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical	gaṇḍu | gaṇḍ-āḍu | gaṇḍũḍu | gaṇḍãḍu	entry	not-in-current-full-casebook	1	0	0
d1174	kaṇṭāḷam		dedr-reflex	9	7	2	Kannada;Tamil;Telugu	*kaṇṭāḷam	f_a2ar637npagck	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical	kaṇṭlamu | kaṇṭalamu	entry	not-in-current-full-casebook	0	0	0
d1175	*kanḍ-		merriam-pdr	19	17	1	Badaga;Gadaba;Gondi;Kannada;Kodagu;Konda;Kota;Kuwi;Naikri;Telugu	*kanḍ-	d1175;f_ha2uqjimdsyda	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical	kaṇḍa	entry	not-in-current-full-casebook	0	0	0
d1176	kaṇti		dedr-reflex	69	67	6	Badaga;Kannada;Kodagu;Kota;Kuwi;Malayalam;Telugu;Tulu	*kaṇṭi	f_ntlxmcm45svlc	postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	gaṇḍika | gaṇḍi | gaṇṭu | gaṇḍrikalu | gaṇḍrincu | gaṇṭi	entry	not-in-current-full-casebook	1	0	0
