ID	Entry_ID	Compared_Entry_ID	Relation	Direction	Confidence	Source	Evidence
cdial:292:dedr:d327	292	d327	loan	entry-from-compared	high	CDIAL[entry 292]	DEDR 327 has Ta. aṉal, Ma. anal and Ka. analu 'fire, heat'.
cdial:2931:dedr:d1299	2931	d1299	loan	entry-from-compared	medium	CDIAL[entry 2931]	Turner supports Dravidian origin for kalāpa- 'bundle, collection' with Ka. kalappu 'miscellaneous collection'; DEDR 1299 contains Ka. kalapu 'miscellaneous mass' in the *kal- 'mix, join' set.
cdial:2954:dedr:d1359	2954	d1359	related	undetermined	medium	CDIAL[entry 2954]	[~ Drav. DED 1145]
cdial:2955:dedr:d240	2955	d240	loan	entry-from-compared	medium	CDIAL[entry 2955]	DEDR 240 contains Ta./Ma./Te. alai/ala 'wave'; the formal derivation of kallōla remains non-transparent.
cdial:2963:dedr:d1187	2963	d1187	loan	entry-from-compared	high	CDIAL[entry 2963]	Turner considers kavāṭa-/kapāṭa- 'door leaf' probably Dravidian; DEDR 1187 contains Ta. katavu/katavam, Ma. katavu/kataku, and Ka. kadavu 'door, door leaf'.
cdial:3023:dedr:d1160	3023	d1160	loan	entry-from-compared	high	CDIAL[entry 3023]	Turner derives kāṇḍa- 'joint of a plant' probably from Dravidian and cites Ta. kaṇ; DEDR 1160 contains Ta./Ka. kaṇ and Te. kaṇupu 'joint or node of bamboo or cane'.
cdial:3031:dedr:d1418	3031	d1418	loan	entry-from-compared	medium	CDIAL[entry 3031]	CDIAL explicitly groups kāntāra with kānana; DEDR 1418 is already compared with CDIAL kānana 3028.
cdial:3037:dedr:d2054	3037	d2054	loan	entry-from-compared	medium	CDIAL[entry 3037]	DEDR 2054 is the kuṭ-/koṭ- 'crooked, bent' set and includes Kolami koṭe 'false'.
cdial:3149:dedr:d1931	3149	d1931	loan	entry-from-compared	medium	CDIAL[entry 3149]	DEDR 1931 supplies the kēsu/kisu 'redness' base required by Mayrhofer's *kīsuka 'red tree'.
cdial:3153:dedr:d2020	3153	d2020	related	undetermined	medium	CDIAL[entry 3153]	Turner directs *kicca-/*kacca-/*khacca- 'mud, dirt' to unnamed Dravidian comparanda; DEDR 2020 *kec-aṯ- 'mud, slush' supplies the closest form-and-meaning match.
cdial:3244:dedr:d2064	3244	d2064	loan	entry-from-compared	medium	CDIAL[entry 3244]	Turner/EWA derives kuṭhāra- 'axe' probably from Dravidian and connects it with √kuṭṭ; DEDR 2064 contains koṭṭ-/kuṭ- 'peck, strike, dig' and nouns for hoe or spade. Secondary main-entry comparison beside the existing appendix da32 link.
cdial:3246:dedr:d1651	3246	d1651	loan	entry-from-compared	high	CDIAL[entry 3246]	Turner/EWA derives kuḍava- 'grain measure' from Dravidian and states that its original sense was 'pot'; DEDR 1651 contains Ta. kuṭam, Ka. koḍa, and Te. kuḍaka 'pot, cup, bowl'. Secondary comparison beside the existing DEDR 1827 measure link.
cdial:3264:dedr:d1651	3264	d1651	loan	entry-from-compared	high	CDIAL[entry 3264]	Turner derives kuṇḍa- 'bowl, waterpot, basin' from Dravidian and cites Ta. kuṭam and Ka. guṇḍi; DEDR 1651 contains the Dravidian pot, pitcher, and vessel family.
cdial:3268:dedr:d1695	3268	d1695	related	undetermined	medium	CDIAL[entry 3268]	DEDR 1695 guṇḍu denotes round/globular objects and beads, a plausible base for 'ring, coil'.
cdial:3340:dedr:d1883	3340	d1883	loan	entry-from-compared	high	CDIAL[entry 3340]	For the 'nest' sense of kulāya-, Turner cites Ta. kūṭu and Ka./Te./Tu. gūḍu; these forms constitute DEDR 1883 'nest, cage, hollow'.
cdial:3340:dedr:d1884	3340	d1884	loan	entry-from-compared	high	CDIAL[entry 3340]	For the 'woven receptacle, basket' sense of kulāya-, Turner cites Ta. kuṭai, Ma. kūṭa, Ka./Tu. gūḍe, and Te. gūḍa; DEDR 1884 is the corresponding basket set.
cdial:3341:dedr:d1651	3341	d1651	loan	entry-from-compared	medium	CDIAL[entry 3341]	CDIAL assigns kulāla to the Dravidian pot-word complex; DEDR 1651 is the kuṭam/koḍa pot family.
cdial:3350:dedr:d1884	3350	d1884	loan	entry-from-compared	medium	CDIAL[entry 3350]	Turner derives kulya- 'winnowing basket' from Dravidian through the kulāya- comparison; DEDR 1884 contains the cited Dravidian basket family.
cdial:3352:dedr:d1828	3352	d1828	loan	entry-from-compared	high	CDIAL[entry 3352]	Turner explicitly compares the pond/tank member kūla- with Ta. kuḷam 'tank'; this form belongs to DEDR 1828 *kuḷ-am 'tank, reservoir, lake'.
cdial:3354:dedr:d1651	3354	d1651	loan	entry-from-compared	medium	CDIAL[entry 3354]	CDIAL explicitly groups *kulla 'pot' with the pot words represented by DEDR 1651.
cdial:3392:dedr:d1882	3392	d1882	loan	entry-from-compared	high	CDIAL[entry 3392]	DEDR 1882 has Ta./Ma. kūṭṭam and Te. kūṭamu 'assembly, heap, crowd'.
cdial:3393:dedr:d2064	3393	d2064	loan	entry-from-compared	medium	CDIAL[entry 3393]	DEDR 2064 koṭṭ-/kuṭ- 'strike, dig' includes hoe/spade nouns appropriate to a ploughshare.
cdial:3395:dedr:d1914	3395	d1914	related	undetermined	medium	CDIAL[entry 3395]	DEDR 1914 contains Brahui kūṭī 'hornless', CDIAL's proposed bridge to 'defective, false'.
cdial:3401:dedr:d1895	3401	d1895	loan	entry-from-compared	high	CDIAL[entry 3401]	Turner derives kūpa- 'mooring post, mast' from Dravidian Ta./Ma. kūmpu and Tu. kūvè 'mast', the forms collected in DEDR 1895.
cdial:3412:dedr:d1705	3412	d1705	loan	entry-from-compared	high	CDIAL[entry 3412]	Turner derives kūrdati 'leaps, jumps' probably from Dravidian and explicitly cites Ta. kuti and Ka. gudi 'jump, spring', the forms collected in DEDR 1705.
cdial:3465:dedr:d2004	3465	d2004	related	undetermined	low	CDIAL[entry 3465]	DEDR 2004 contains native names for Colocasia antiquorum, one of CDIAL kēmuka's referents; no close form survives.
cdial:3489:dedr:d1859	3489	d1859	related	undetermined	medium	dedr[entry 1859]	Editorial comparison of CDIAL *kōcc- 'thrust, pierce, dig' with DEDR 1859 Ka./Tu. koccu 'cut up or into pieces' and the wider *kuṟ-/koṟ- set 'cut, bore, excavate, pierce'.
cdial:3500:dedr:d2207	3500	d2207	loan	entry-from-compared	high	dedr[entry 2207, DED 1831]	DEDR 2207 explicitly compares Skt. koṭṭa-/koṭa- 'fort, stronghold'; the Dravidian entry contains Ta. kōṭṭai, Ma. kōṭṭa, Ka. kōṭe, Te. kōṭa and reconstructs *kōṭṭ-ay 'fort'.
cdial:3502:dedr:d1651	3502	d1651	loan	entry-from-compared	medium	CDIAL[entry 3502]	CDIAL sends *kōḍamba 'pot' to the same Dravidian pot complex represented by DEDR 1651.
cdial:3801:dedr:d95	3801	d95	loan	entry-from-compared	low	CDIAL[entry 3801]	[Cf. * khadda-, *khāru -: ← Drav. cf. Tel. kaṇḍuvā 'upper garment'; Kol. khanḍva 'cloth', Nk. khanḍa , Prj. ganḍa : see DED 85]
cdial:3816:dedr:d1221	3816	d1221	related	undetermined	medium	CDIAL[entry 3816]	[~ Drav. DED 1024]
cdial:3817:dedr:d1223	3817	d1223	related	undetermined	medium	CDIAL[entry 3817]	[~ Drav. DED 1026]
cdial:3954:dedr:d1519	3954	d1519	related	undetermined	low	CDIAL[entry 3954]	CDIAL compares Dravidian words under *gicc-; DEDR 1519 and 1520 independently cite CDIAL 4153 *gicc-.
cdial:3954:dedr:d1520	3954	d1520	related	undetermined	low	CDIAL[entry 3954]	CDIAL compares Dravidian words under *gicc-; DEDR 1519 and 1520 independently cite CDIAL 4153 *gicc-.
cdial:3977:dedr:d1148	3977	d1148	loan	entry-from-compared	medium	CDIAL[entry 3977]	DEDR 1148 includes Te. gaḍḍa 'lump; boil, ulcer' and the wider hardening/swelling family.
cdial:3997:dedr:d1148	3997	d1148	loan	entry-from-compared	high	CDIAL[entry 3997]	Te. gaḍḍa 'lump; boil, ulcer' in DEDR 1148 is an exact form-and-meaning comparison.
cdial:3998:dedr:d1946	3998	d1946	loan	entry-from-compared	low	CDIAL[entry 3998]	[Cf. kā́ṇḍa -: prob. ← Drav. DED 1619]
cdial:3999:dedr:d1337	3999	d1337	loan	entry-from-compared	medium	CDIAL[entry 3999]	DEDR 1337 contains the Ta. kavuḷ/Ma. kaviḷ/Te. gauda 'cheek' family.
cdial:4089:dedr:d1337	4089	d1337	loan	entry-from-compared	medium	CDIAL[entry 4089]	DEDR 1337 is the closest Dravidian cheek family and CDIAL groups galla with gaṇḍa.
cdial:4112:dedr:d1151	4112	d1151	related	undetermined	medium	CDIAL[entry 4112]	[~ Drav. DED 965]
cdial:4216:dedr:d1829	4216	d1829	loan	entry-from-compared	medium	CDIAL[entry 4216]	Turner derives gulpha-/kulpha- 'ankle' from Dravidian and cites Ta. kuḷampu 'hoof'; DEDR 1829 also includes Toda kwïḷx 'lower leg joints down to the hoof, wrist'.
cdial:4248:dedr:d2766	4248	d2766	loan	entry-from-compared	high	CDIAL[entry 4248]	DEDR 2766 ceṇṭu/ceṇḍu 'playing ball' closely matches gēnduka/gēṇḍu.
cdial:4271:dedr:d2069	4271	d2069	loan	entry-from-compared	low	CDIAL[entry 4271]	[Cf. guḍá -¹. — In sense 'fruit, kernel' cert. ← Drav., cf. Tam. koṭṭai 'nut, kernel', Kan. goṟaṭe &c. listed DED 1722]
cdial:4286:dedr:d592	4286	d592	loan	entry-from-compared	medium	CDIAL[entry 4286]	Turner considers gōdhā- 'large lizard, iguana' probably Dravidian but remodeled by folk etymology; DEDR 592 contains Ta./Ma. uṭumpu 'iguana'.
cdial:4324:dedr:d1338	4324	d1338	loan	entry-from-compared	low	CDIAL[entry 4324]	[← Drav. DED 1125 fr. which poss. gōdhā́ - by pop. etym. Cf. further kōka - m. 'noxious parasitical animal' AV., 'house lizard' lex., kōkila - m. 'a kind of mouse' Suśr., 'frog' lex. prob. in Pk. gihakōilā -, gharak° , gharōilā - f. 'house lizard']
cdial:4474:dedr:d1595	4474	d1595	loan	entry-from-compared	high	CDIAL[entry 4474]	DEDR 1595 has Ka. giṟi/giṟu and Te. giragira 'go round, whirl'.
cdial:4477:dedr:d1633	4477	d1633	loan	entry-from-compared	low	CDIAL[entry 4477]	4477 * ghuṅghura 'bell'. 2. * ghiṅghira- [Onom.] 1. L. ghuṅgru m. 'small camel bell'; P. ghuṅgarū m. 'small bell'; N. ghuṅri 'dancing-girl's ankle bells'; A. ghuṅgarā 'string of bells', B. ghuṅur , Or. ghuṅghura , H. ghuṅg ( h ) rū m.; OMarw. ghūghara m. 'toe bell, string of bells'; G. ghughrɔ m. 'jingling bell', °rī f. 'toe bell', M. ghũghūr n., °ghrū m., °ghrū̃ n. — H. ghū̃ghar m. 'curls' ← Drav. cf. Kan. gugguri 'curl' DED 1361. 2. S. ghiṅghirū , °ro m. 'ankle bell, cattle bell'. * ghuṅghurāli -.
cdial:4479:dedr:d1946	4479	d1946	loan	entry-from-compared	medium	CDIAL[entry 4479]	DEDR 1946 includes Tulu gaṇṭu 'ankle, knot, joint', matching the ghuṇṭa variant and joint semantics.
cdial:4481:dedr:d1654	4481	d1654	related	undetermined	medium	CDIAL[entry 4481]	[~ Drav. DED 1378, 1381]
cdial:4497:dedr:d1907	4497	d1907	loan	entry-from-compared	medium	CDIAL[entry 4497]	DEDR 1907 has Gondi/Konda gūr- 'roll over', matching CDIAL's proposed Dravidian *ghūr-.
cdial:4516:dedr:d1711	4516	d1711	related	undetermined	medium	CDIAL[entry 4516]	Turner/EWA calls ghōṭa- 'horse' non-Aryan and probably Dravidian; DEDR 1711 is the kutirai/kudire/guṟṟamu horse set, but its note also allows Te. guṟṟamu to be borrowed from IA ghoṭaka-, so direction remains open.
cdial:4525:dedr:d1883	4525	d1883	loan	entry-from-compared	low	CDIAL[entry 4525]	[Like kulā́ya - 'nest' ← Drav.: Tam. kūṭu , Kan. Tel. Tu. gūḍu DED 1563; cf. kuṇḍá -¹]
cdial:4569:dedr:d2664	4569	d2664	loan	entry-from-compared	high	CDIAL[entry 4569]	DEDR 2664 Ta. cuṇṭu/coṇṭu and related forms mean 'bill, beak'.
cdial:4574:dedr:d2311	4574	d2311	related	undetermined	medium	CDIAL[entry 4574]	[~ Drav. DED 1907]
cdial:4575:dedr:d2309	4575	d2309	related	undetermined	medium	CDIAL[entry 4575]	[~ Drav. DED 1905]
cdial:4658:dedr:d2448	4658	d2448	related	undetermined	medium	dedr[entry 2448, DED 2021]	DEDR 2448 explicitly compares Skt. candana- 'sandal'; the entry combines Ta. cāttu 'smear, anoint', cāntam/cāntu 'sandal (paste/wood)', and corresponding South Dravidian forms.
cdial:4738:dedr:d2306	4738	d2306	loan	entry-from-compared	high	CDIAL[entry 4738]	[← Drav., Tam. caṭṭi DED 1901: see * cāṭī-, *cāḍḍa -]
cdial:4749:dedr:d2391	4749	d2391	related	undetermined	medium	CDIAL[entry 4749]	[~ Drav. DED 1976]
cdial:4756:dedr:d2628	4756	d2628	related	undetermined	medium	CDIAL[entry 4756]	[~ Drav. DED 2160]
cdial:4780:dedr:d2488	4780	d2488	loan	entry-from-compared	low	CDIAL[entry 4780]	[Cf. cikkáṇa-, cikhalla - (and further forms there shown), * kicca -: ← Drav. (DED 2053), ← Mu. (Kuiper) EWA i 385, 386.]
cdial:4822:dedr:d2545	4822	d2545	related	undetermined	medium	CDIAL[entry 4822]	[In sense 'blink' ~ Drav. DED 2097]
cdial:4860:dedr:d2724	4860	d2724	loan	entry-from-compared	low	CDIAL[entry 4860]	[ cū̆ta - m., °ti - f. 'anus', cyuti - f. 'vulva' lex. Cf. Pers. cul 'penis' (if ← EIr., may be < * cuta -), but more prob. with EWA i 395 ← Drav. cf. Tam. cūttu , cūṟu 'anus' DED 2249]
cdial:4869:dedr:d2677	4869	d2677	related	undetermined	medium	CDIAL[entry 4869]	[~ Drav. DED 2204]
cdial:4966:dedr:d2304	4966	d2304	related	undetermined	medium	CDIAL[entry 4966]	[~ Drav. DED 1899 — see saṭṭa -²]
cdial:5053:dedr:d2661	5053	d2661	related	undetermined	medium	CDIAL[entry 5053]	[ cucundarī - f., cuñcu - m., śuṇḍi-mūṣikā - f., gandha-śuṇḍinī - f. lex.; chucchu - m. 'a kind of animal' VarBr̥S. Variant forms of Sk. and NIA. support Drav. origin DED 2190]
cdial:5086:dedr:da35	5086	f_qg2wrp5c3ylc2	loan	entry-from-compared	low	CDIAL[entry 5086]	[Cf. śaṭā - f. 'ascetic's matted hair' W., saṭā - f. 'braid of hair, lion's mane' MBh. — DED 1897 and EWA i 413 ← Drav., but eventually with PMWS 63 ← Mu. with * jatta- (* jatra -, * jacca -), * jakka - (* jagga -), jūṭa - (* juṇṭa -), * jhaṇṭa - (* jhāṭṭha -, * jhiṇṭa -), * jhuṇṭa - (* jhōṇṭa -, * jhuṭṭa -, * jhūṭa -, * jhōṭṭa -), * jhūśa-, *jhallā-, cū́ḍa -¹ ( cōḍa -³, * cōṇḍa -, * cōṭṭa -, * cunda -²)]
cdial:5091:dedr:d2313	5091	d2313	loan	entry-from-compared	high	CDIAL[entry 5091]	DEDR 2313 Ka./Te. jaḍḍa means 'union, near, connected', matching 'joins; joining, pair'.
cdial:50:dedr:d5	50	d5	loan	entry-from-compared	high	CDIAL[entry 50]	Turner derives agasti- 'Sesbania grandiflora' from Dravidian; DEDR 5 contains Ta. akatti, Tu. agase-mara/agasti, and other names for the same plant.
cdial:5254:dedr:d2648	5254	d2648	related	undetermined	low	CDIAL[entry 5254]	DEDR 2648 contains Ka. juṅgu, but its present gloss 'dangling tatter/turban end' conflicts with CDIAL's cited 'pubic hair'.
cdial:52:dedr:d7	52	d7	loan	entry-from-compared	medium	CDIAL[entry 52]	Turner labels agāra- 'house' probably borrowed from Dravidian; DEDR 7 contains Ta. and Ma. akam 'inside, house, abode'.
cdial:5723:dedr:d3411	5723	d3411	loan	entry-from-compared	medium	CDIAL[entry 5723]	[Prob. ← Drav. T. Burrow BSOAS xii 380, DED 2809]
cdial:5747:dedr:d3175	5747	d3175	loan	entry-from-compared	high	CDIAL[entry 5747]	(← Drav. Tam. tāli 'neck ornament', etc. DED 2594, EWA i 499)
cdial:5749:dedr:d3179	5749	d3179	related	undetermined	medium	CDIAL[entry 5749]	[Tam. tār̤ 'bar, bolt, latch', etc. DED 2598; but in NIA. meanings 'mallet, etc.' prob. same as tā́ḍa -¹]
cdial:5825:dedr:d3244	5825	d3244	loan	entry-from-compared	low	CDIAL[entry 5825]	5825 * tiriyak, tiryák 'across, obliquely' ŚBr. (n. sg. of tiryáñc - 'oblique' AV.). [ tirás ] Pa. tiriyaṁ 'across'; Pk. tiria - 'slanting, crosswise'; OG. tiria 'animals'; Si. tiraya 'curtain, veil' (cf. Sk. tiraskariṇī - f. 'veil'). tirīṭa- ¹ 'diadem' see kirīṭa -¹. Addenda: * tiriyak: WPah.kṭg. tírh i , t i r i , kc. tirhe , tire f. 'small window', kṭg. tírhɔ , tirɔ m. 'id., small closet in the wall', J. tīri f. 'small window' Him.I 93; — Si. tiraya ← Drav. Tam. tirai DED 2653.
cdial:5827:dedr:d854	5827	d854	related	undetermined	low	CDIAL[entry 5827]	DEDR 854 eḷ/eḷḷu is the closest native Dravidian sesame family; CDIAL itself prefers a Munda source.
cdial:5860:dedr:d624	5860	d624	related	undetermined	low	CDIAL[entry 5860]	Turner discusses Dravidian and Munda analyses of tundi-/tuṇḍi- 'navel'; DEDR 624 contains Ta. unti and Ma. unti/tunti 'navel, belly'. Direction is left open because the source attribution is explicitly disputed.
cdial:5864:dedr:d3282	5864	d3282	loan	undetermined	medium	CDIAL[entry 5864]	(Kan. tuppa 'ghee' DED 2685 is rather ← MIA.)
cdial:5904:dedr:d3393	5904	d3393	loan	entry-from-compared	low	CDIAL[entry 5904]	[Poss. ← Drav. Tam. tūral 'painter's brush, shoot' DED 2790. — Cf. turī -]
cdial:5974:dedr:d3555	5974	d3555	loan	entry-from-compared	high	CDIAL[entry 5974]	[← Drav. DED 2933]
cdial:6066:dedr:d3339	6066	d3339	loan	entry-from-compared	low	CDIAL[entry 6066]	[Cf. √ truph and forms without r ( tupáti , tṓpati , túmpati , tupháti , tṓphati , túmphati 'hurts' Dhātup., prastumpati 'butts') which are prob. of IE. origin EWA i 512; but ac. to T. Burrow BSOAS xii 142 √ trup is ← Drav. see DED 2743. — For semant. development 'pierce-abort' cf. śūlatē, śalyá -]
cdial:6087:dedr:d3559	6087	d3559	loan	compared-from-entry	medium	CDIAL[entry 6087]	[T. Burrow BSOAS xi 347 ← Drav. e.g. Tel. tokka 'skin', but DED 2937 Drav. rather ← Sk. tvák which has IE. relative in Gk. σάκοs 'shield' Mayrhofer EWA ii 587]
cdial:6128:dedr:d3056	6128	d3056	related	undetermined	medium	CDIAL[entry 6128]	CDIAL treats daṇḍa- 'stick, staff; stalk, stem' as probably non-Aryan; DEDR 3056 contains Ta./Ma. taṇṭu, Ka. daṇṭu/daṇḍa, and Te. daṇṭu 'stalk, stem'.
cdial:6707:dedr:d3038	6707	d3038	related	undetermined	medium	CDIAL[entry 6707]	[Drav., Kan. daṭṭi 'waistband' etc., DED 2465]
cdial:6934:dedr:d3582	6934	d3582	related	undetermined	medium	CDIAL[entry 6934]	DEDR 3582 naṭ-/naḍ- 'walk, move, dance, skip' is formally exact but only semantically adjacent to 'tremble, totter'.
cdial:6936:dedr:d2909	6936	d2909	influence	entry-from-compared	medium	CDIAL[entry 6936]	DEDR 2909 has Ka. naḷḷu 'reed'; DEDR 2931 has Ta. ñeḷ 'be hollow' and Ka. naḷḷu 'depression', CDIAL's two cited contact forms.
cdial:6936:dedr:d2931	6936	d2931	influence	entry-from-compared	medium	CDIAL[entry 6936]	DEDR 2909 has Ka. naḷḷu 'reed'; DEDR 2931 has Ta. ñeḷ 'be hollow' and Ka. naḷḷu 'depression', CDIAL's two cited contact forms.
cdial:7075:dedr:d3651	7075	d3651	related	undetermined	low	CDIAL[entry 7075]	Partial compound match only: DEDR 3651 contains Ta. nāri 'fibrous covering of a coconut-palm leaf stalk'; CDIAL's second member kēḷi has no DEDR entry.
cdial:7647:dedr:d1688	7647	d1688	related	undetermined	low	CDIAL[entry 7647]	Turner includes paṅgu- 'lame, crippled' among possibly Dravidian or Munda words for bodily defects; DEDR 1688 is the widespread Dravidian kuṇṭ-/kuṇṭi 'be lame, limp; cripple' family, but the formal match is weak.
cdial:7688:dedr:d3836	7688	d3836	loan	entry-from-compared	low	CDIAL[entry 7688]	[← Drav. T. Burrow BSOAS xii 382 and DED 3173. Cf. piñjā - and * pañja - (s.v. puñja -) with which it collides in NIA.]
cdial:7696:dedr:d3082	7696	d3082	related	undetermined	medium	CDIAL[entry 7696]	DEDR 3082 Ta. tappaṭṭam/tappaṭṭai and Te. tappeṭa denote drums and closely match paṭaha by metathesis.
cdial:7718:dedr:d4004	7718	d4004	loan	entry-from-compared	low	CDIAL[entry 7718]	[No certain etymology. EWA ii 197 poss. < * prajñita - (cf. paṇḍā - f. 'wisdom' ~ prajñā́ -) > MIA. * paṇṇita - > paṇḍita - as hypersanskritism, reversing Pk. ṇṇ ~ Sk. ṇḍ . H. W. Bailey BSOAS xxiv 479 connects rather with Khot. pandara 'foolish' (see paṇḍá -). DED 3299 ← Drav. with (?)]
cdial:7780:dedr:d4018	7780	d4018	loan	entry-from-compared	high	CDIAL[entry 7780]	CDIAL cites Kurux padda and cross-refers to pallī; DEDR 4018 is the paḷḷi/palle 'hamlet, village' family.
cdial:8031:dedr:d4018	8031	d4018	loan	entry-from-compared	medium	CDIAL[entry 8031]	[MIA. pāḍa ( ya )- 'quarter, street' ~ Drav. Tam. pāṭa ( ka ) m id. DED 3347 and perh. conn. pallī -¹ ← Drav. DED 3309]
cdial:8031:dedr:d4064	8031	d4064	loan	entry-from-compared	medium	CDIAL[entry 8031]	[MIA. pāḍa ( ya )- 'quarter, street' ~ Drav. Tam. pāṭa ( ka ) m id. DED 3347 and perh. conn. pallī -¹ ← Drav. DED 3309]
