Partition	Family_ID	Entry_IDs	Language_ID	Raw_Language_IDs	Outcome_State	Has_D	Has_R	Has_O	Has_A	Has_B	Attested	Reviewed	Has_Unreviewed_Attested_Member	N_Database_Records	N_Unique_Cited_Form_IDs	Evidence_IDs	Evidence_Forms
primary	d80	d80	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	3	2	f_55codsb7ffihi;f_n7xtwstpi4dpa	aṭukkam;aṭukku
primary	d80	d80	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_z3onimgv2kbbe	aḍuku
primary	d80	d80	Toda	Toda	R-bearing-no-D	0	1	0	0	0	1	1	0	5	2	f_b7vdvhuy4pqcw;f_zbo4ucfd2lukk	oḍg- (oḍgy-);oṛk- (oṛky-)
primary	d80	d80	Tulu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d80	d80	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	d80	d80	markodi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Irula		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Kannada		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Konda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Kota		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Kui	Kui	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_dtl2swkzoslhk	jāpa (jāt-)
primary	d81	d81	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Malayalam		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Malto		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Manda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Parji	Parji	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_iv5e75c5vmp5m;f_z7fqrro2enzuk	aḍ;aḍi
primary	d81	d81	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Tamil	Tamil	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_c5lcfafd7qif6	aḷavu
primary	d81	d81	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_ssqxolnzzhyuq	aḍugu
primary	d81	d81	Toda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	Tulu	Tulu	uncertain-no-DR	0	0	0	1	0	1	1	0	6	4	f_lx7lfnzhr36py;f_lzb75dkzduj6k;f_wif3qg7hfmrug;f_xftt7a5tdjsdc	naṭṭu;naṭṭuni;naṭṭā
primary	d81	d81	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	d81	d81	markodi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Irula		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	6	3	f_2adcobs72oirc;f_5v5h4bsqn6n5w;f_cfhsk6zuu5i2y	aḍagallu;aḍe;aḍegal
primary	d86	d86	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Konda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Kota	Kota	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_pqqvaj2tigvtk	aṛ gal
primary	d86	d86	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Kui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Malayalam	Malayalam	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_qnfrrlnd6nu6o	aṭa-kkallu
primary	d86	d86	Malto		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Manda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Parji		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_3v2pp5qe3iz3y;f_45d6f2kmecney	aṭai;aṭai-kal
primary	d86	d86	Telugu	Telugu	D-bearing-no-R	1	0	0	0	0	1	1	0	5	5	f_6lm5yuchfts6k;f_fwhhaejmlon5s;f_od5d6qhvd3ncw;f_tveuktoelmakq;f_xo7olulbxcnbo	dā-gali;dākali;dāyi;ḍā-kali;ḍā-kallu
primary	d86	d86	Toda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	Tulu	Tulu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_zm5zaum5z5y7u	aṭṭɛ
primary	d86	d86	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	d86	d86	markodi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Irula		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Kannada	Kannada	R-bearing-no-D	0	1	0	0	1	1	1	0	7	3	f_jtjfkpam5olwy;f_rsycwkecxxomo;f_wk7ofxbtqdera	arase;araḷi;rāvi
primary	d202	d202	Kodagu	Kodagu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_tmpdp6hqn6cqg	araḷi-mara
primary	d202	d202	Kolami	Kolami	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_ncueljlaq4q4a	ra·vi
primary	d202	d202	Konda	Konda	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_m5vfhxnjpm7zk	rāyi maran
primary	d202	d202	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Kota		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Kui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Malayalam	Malayalam	R-bearing-no-D	0	1	0	0	0	1	1	0	4	2	f_ggtpsgsuskkwy;f_hido7zk3vln6u	aracu;arayāl
primary	d202	d202	Malto		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Manda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Parji		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	3	2	f_aag2gwecb4les;f_m4yz3ao4cdt5g	aracu;arai
primary	d202	d202	Telugu	Telugu	D-bearing-no-R	1	0	0	0	0	1	1	0	2	2	f_jd42hn34rdaqo;f_zffwdujrcnywi	rāgi;rāvi
primary	d202	d202	Toda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Tulu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	d202	d202	markodi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Irula		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	3	3	f_54hh7tbot3ida;f_ecgh3s4mvzwye;f_v2osvef47gtfo	aradu;aridu;arudu
primary	d221	d221	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Konda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Kota	Kota	R-bearing-no-D	0	1	0	0	0	1	1	0	6	2	f_ir2jg5gwx5weo;f_xxlsfejoliag4	arg- (argy-);ark- (arky-)
primary	d221	d221	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Kui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Malayalam	Malayalam	R-bearing-no-D	0	1	0	0	0	1	1	0	7	3	f_2g43dbt4cw6u2;f_pj75k7ajar65m;f_yaw6pqdmfe3sm	ariya;arukuka;arutu
primary	d221	d221	Malto		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Manda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Parji		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	17	3	f_i23n6p6yd2nno;f_prr6gauhbhiv2;f_xetbzxfy7fvaw	ariya;aru (arum, ār);aruku
primary	d221	d221	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	4	2	f_k42ari4dplz4u;f_rbqgsqh7nbbqa	aridi;arudu
primary	d221	d221	Toda	Toda	R-bearing-no-D	0	1	0	0	0	1	1	0	7	2	f_hz7mvptz3wsuu;f_vhjdsajkc4fh4	ark- (arky-);arx- (arxy-)
primary	d221	d221	Tulu	Tulu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_k24vao3ztfg5c	arkuni
primary	d221	d221	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	d221	d221	markodi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Badaga	Badaga	R-bearing-no-D	0	1	0	0	0	1	1	0	2	1	f_hjpyj5kedczg6	are
primary	d228	d228	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Gondi	Gondi	R-bearing-no-D	0	1	0	1	0	1	1	0	2	2	f_72hb2rsmax37e;f_tikftqrwqzbni	aṛs;rāy
primary	d228	d228	Irula	Irula	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_2wy3fkoimj6b2	re- (ret-)
primary	d228	d228	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	9	3	f_ch6vjdrx2qem6;f_mntswx5kxvkaa;f_qhcczwoevdv4y	araccu;arayisu;are (arad-)
primary	d228	d228	Kodagu	Kodagu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_soosuoewkknnu	ara- (arap-, arat-)
primary	d228	d228	Kolami	Kolami	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_zj4yxs2w56wz2	rāk
primary	d228	d228	Konda	Konda	D-bearing-no-R	1	0	0	0	0	1	1	0	4	2	f_6dkjlb37eqv4o;f_zhn3xn46dlcoa	rās- (-t-);rēs- (-t-)
primary	d228	d228	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Kota	Kota	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_krajbpb6ksp5y;f_q5kywlo5g74xo	arm ( art-);arv- (art-)
primary	d228	d228	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Kui	Kui	D-bearing-no-R	1	0	0	0	0	1	1	0	4	3	f_2vphnxjlhsbli;f_a3yngh6kmtqvi;f_nmzrcryjf6f6s	rāga (rāgi-);rāpka;rēsa (rēsi-)
primary	d228	d228	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Kuwi	Kuwi	D-bearing-no-R	1	0	0	1	0	1	1	0	6	3	f_jtqgdzn7hmcik;f_mdoisto7bbyzq;f_rvysgwffgsmyw	mlekʰ'nai;rāc;rāk
primary	d228	d228	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Malayalam	Malayalam	R-bearing-no-D	0	1	0	1	0	1	1	0	9	4	f_3zbua4dkwv6tu;f_cwq2jzleqkxem;f_dvhmawkfmb2f6;f_upe5ennq2aswm	arakkuka;arayuka;irāvuka;rākuka
primary	d228	d228	Malto		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Manda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Parji		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Pengo	Pengo	D-bearing-no-R	1	0	0	0	0	1	1	0	1	1	f_tasyf3qwllbau	rec- (-c-)
primary	d228	d228	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	10	3	f_cc5mekekbggk2;f_mwebdaot6stds;f_n2bwy2qjn226q	arai;aruvu;arāvu
primary	d228	d228	Telugu	Telugu	mixed	1	1	0	1	0	1	1	0	17	9	f_47wnjhnjmwyqo;f_do36zuzuzryi6;f_ikh2tqzs4tg6y;f_lhso2updqhzy4;f_pr4rscqrwp6k4;f_qq3musa4z2c7e;f_s56rotjltglxa;f_triaacpz2cb2i;f_whejawkvz75pe	aravuḍu;aṟavaṟalu;ragulu;ravulu;rācu;rāpu;rāyu;ṟācu;ṟāpu
primary	d228	d228	Toda	Toda	R-bearing-no-D	0	1	0	0	0	1	1	0	3	1	f_ofdhqgyws5igg	arθ-
primary	d228	d228	Tulu	Tulu	R-bearing-no-D	0	1	0	0	0	1	1	0	10	3	f_bkhhbrxdq7u7e;f_bz44bn36nv5su;f_h777oi5xvj7qq	araḍuni;arepuni;arevuni
primary	d228	d228	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	d228	d228	markodi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Badaga	Badaga	R-bearing-no-D	0	1	0	0	0	1	1	0	2	1	f_wqb5qmxezineq	are
primary	d229	d229	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Irula		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	5	3	f_4v4d4mwx5fwnq;f_pwdyuxmy6fboe;f_ylj6bsmm6w3bk	ara;arake;are
primary	d229	d229	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Konda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Kota	Kota	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_s73vjhx53cklo	ar
primary	d229	d229	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Kui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Malayalam	Malayalam	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_6zfabgiot2jkc	ara
primary	d229	d229	Malto		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Manda		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Naiki	Naiki	R-bearing-no-D	0	1	0	0	0	1	1	0	2	1	f_hblhyfubvw2q4	ar
primary	d229	d229	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Parji		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_owiilhqj5m4py	arai
primary	d229	d229	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_73yfjkyby7tk2;f_bzeztn2fkuamo	ara;aṟa
primary	d229	d229	Toda	Toda	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_24huhdokuemoc;f_gqye76zc6usn6	ar
primary	d229	d229	Tulu	Tulu	R-bearing-no-D	0	1	0	0	0	1	1	0	4	2	f_ecx2twaevjb3k;f_hbbzojv7fxzss	are;areke
primary	d229	d229	Urali		missing	0	0	0	0	0	0	0	0	0	0		
primary	d229	d229	markodi		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Belari		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Gondi	Gondi	R-bearing-no-D	0	1	0	0	1	1	1	0	16	7	f_56fllajirik24;f_6wg52fq2huwfy;f_g6zclk2on5xke;f_pfr5cut7ipkzg;f_vxgtuzsoy36k2;f_vynplir3dq3tm;f_zvt3q2geacbue	ar;rāl
primary	d233	d233	Irula		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Kannada		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Kolami	Kolami	uncertain-no-DR	0	0	0	1	0	1	1	0	2	2	f_kwx2g2veu6bgg;f_x5uhhez4rb3m4	rāl- (rāṭ-);rāp
primary	d233	d233	Konda	Konda	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_cuke76hbfycuy;f_w34fp45a4rq6m	ar;arap
primary	d233	d233	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Kota		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Kui		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
primary	d233	d233	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
