ID	Language_ID	Form	Gloss	Native	Phonemic	Original	Cognateset	Description	Tags	Source	Etymology	Redirect	Status	Research_Group	DEDR_ID	Accepted_Root_ID	Immediate_Parent_ID	Immediate_Kind	Borrowed_In_Path	Clade	Is_Dravidian	Candidate_Flags	Database_Language_ID	Research_Correction	Record_Origin	Linked_Database_IDs	Annotation_Entry_ID	Annotation_Family_ID	Individually_Cited_Evidence	Observed_Token_Outcome	Language_Review_Status
f_26uhekutlqpqa	Badaga	adi hoṭṭte	belly, stomach			adi hoṭṭte			noun uncertain	hockings-pilotraichoor1992[p. 13, col. 2]	(< adi +hotte, ‘under+stomach’); Hockings and Pilot-Raichoor cite DEDR 72, 4494			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_26uhekutlqpqa	d72	d72	0	not-individually-adjudicated	R
f_2dmadq6z7occi	Kannada	aḍiya	slave			aḍiya	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Kannada		database	f_2dmadq6z7occi	d72	d72	0	not-individually-adjudicated	R
f_2v5ypvkdz2dnc	Tamil	aṭiyāṉ	slave, devotee			aṭiyāṉ	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_2v5ypvkdz2dnc	d72	d72	0	not-individually-adjudicated	R
f_2wfx4jidawlsc	BH	eri	heel		eri	eri			dialect:BH:TH:Thakurgaon	toulmin				d72	d72	d72	191	reflex	1	Eastern	0	short-vowel-apical	BH		database	f_2wfx4jidawlsc	d72	d72	0	not-individually-adjudicated	not-reviewed
f_2wya3yjh2znto	PDr	*aṭ-Vk	foot, bottom, base			*aṭ-Vk	0:	CD		krishnamurti				d72	d72	d72	d72	variant	0	Old Dravidian	1	short-vowel-apical;postapical-cluster	PDr		database	f_2wya3yjh2znto	d72	d72	0	not-individually-adjudicated	not-reviewed
f_32volkpfuzpk6	Tamil	aṭi	foot, footprint, base, bottom, source, origin			aṭi	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_32volkpfuzpk6	d72	d72	1	R	R
f_3keckc22fhppq	Morang	ẽri	heel			ẽri				boehm				d72	d72	d72	191	reflex	1	Bihari	0		Morang		database	f_3keckc22fhppq	d72	d72	0	not-individually-adjudicated	not-reviewed
f_3mexxqauz2kpo	Kannada	aḍi	foot, measure of foot, step, pace, base, bottom, under			aḍi	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Kannada		database	f_3mexxqauz2kpo	d72	d72	1	R	R
f_4zwhijajt7gnq	H	eṛī	heel			eṛī	5:3		f	CDIAL				d72	d72	d72	191-3	reflex	1	W. Hindi	0	short-vowel-apical	H		database	f_4zwhijajt7gnq	d72	d72	0	not-individually-adjudicated	not-reviewed
f_55ysrdn2ciegw	Badaga	Angadihaṭṭi	name of a hamlet adjoining U:marakaṇdi/ Hu:morakanṇdi , 7.5 km. SW of Ootacamund, belonging to Me:lu:ru commune			Angadihaṭṭi			noun proper-noun uncertain	hockings-pilotraichoor1992[p. 7, col. 2]	(q.v.); (ca 25 Gauda houses in 1991, on the edge of Me:kuna:du division; < a:ngai+adi+ hatti, ‘palm of hand+tbelow+hamleť’); Hockings and Pilot-Raichoor cite DEDR 7, 72, 3868			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Badaga		database	f_55ysrdn2ciegw	d72	d72	0	not-individually-adjudicated	R
f_5blurmm5t3wjg	N	eṛi	heel			eṛi	5:3			CDIAL				d72	d72	d72	191-3	reflex	1	E. Pahari	0	short-vowel-apical	N		database	f_5blurmm5t3wjg	d72	d72	0	not-individually-adjudicated	not-reviewed
f_7f6757uq4t7jg	Gondi	aḍita	lower			aḍita	0:	Ma.	dialect:Gondi:maria:Maria	dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical	Gondi		database	f_7f6757uq4t7jg	d72	d72	1	R	R
f_a57tvmje7sedi	Telugu	aḍugu	foot, footstep, footprint, step, pace, measure of a foot, bottom, basis			aḍugu	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical	Telugu		database	f_a57tvmje7sedi	d72	d72	1	R	R
f_akrygxe3nibsa	MH	ɛṛi	heel		ɛɽi	ɛɽi			dialect:MH:RL:Rangeli	toulmin				d72	d72	d72	191	reflex	1	Eastern	0		MH		database	f_akrygxe3nibsa	d72	d72	0	not-individually-adjudicated	not-reviewed
f_alrtqsb75kc4g	P	aḍḍī	heel			aḍḍī	2:1		f	CDIAL				d72	d72	d72	191	reflex	1	Punjabic	0	short-vowel-apical;geminate-apical-control;postapical-cluster	P		database	f_alrtqsb75kc4g	d72	d72	0	not-individually-adjudicated	not-reviewed
f_b6gtt7wm2j7f4	Telugu	aḍime	slavery, slave, bondman			aḍime	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical	Telugu		database	f_b6gtt7wm2j7f4	d72	d72	1	R	R
f_b6s2zjwqpujcu	Kannada	aḍime	slavery			aḍime	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Kannada		database	f_b6s2zjwqpujcu	d72	d72	1	R	R
f_bdfj7f4vnmi66	Gondi	aḍḍi	below, low			aḍ(ḍ)i	0:	M.	dialect:Gondi:maria:Maria	dedr;M-Gondi				d72	d72	d72	f_kwbi3ezqxay76	variant	0	S. Dravidian II	1	short-vowel-apical;geminate-apical-control;postapical-cluster	Gondi		database	f_bdfj7f4vnmi66	d72	d72	0	not-individually-adjudicated	R
f_bf4jwdslixano	Kota	acār	below (I: 69)			acār			variant	wolf-kota[p. 49, entry 19]	Variant or conjugational stem of ac			d72	d72	d72	f_jmjeekxywcb76	variant	0	S. Dravidian I	1	nonapical-control	Kota		database	f_bf4jwdslixano	d72	d72	0	not-individually-adjudicated	R
f_biskqleobf2ds	Tamil	aṭiyōṉ	slave, devotee			aṭiyōṉ	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_biskqleobf2ds	d72	d72	0	not-individually-adjudicated	R
f_c5ooev4s46xxa	Malayalam	aṭiyātti	slave, servant			aṭiyātti	0:		f	dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_c5ooev4s46xxa	d72	d72	0	not-individually-adjudicated	R
f_c62oge5qf5sra	Telugu	aḍi-gaṟṟa	sandal, wooden shoe			aḍi-gaṟṟa	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical	Telugu		database	f_c62oge5qf5sra	d72	d72	0	not-individually-adjudicated	R
f_ceg3xrwvalpv4	Gondi	aṛgita	lower (<i>Voc.</i> 33)			aṛgita	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Gondi		database	f_ceg3xrwvalpv4	d72	d72	0	not-individually-adjudicated	R
f_cevc644mzinrc	Kota	acār	below (I: 69)			acār			variant	wolf-kota[p. 1, entry 5]	Variant or conjugational stem of ac			d72	d72	d72	f_fkrpmrtkhhnm2	variant	0	S. Dravidian I	1	nonapical-control	Kota		database	f_cevc644mzinrc	d72	d72	0	not-individually-adjudicated	R
f_cjcvmnml353ti	Konda	aḍgiR	that which is underneath			aḍgiR(i)	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Konda		database	f_cjcvmnml353ti	d72	d72	0	not-individually-adjudicated	R
f_diz73fnvpbbmw	Rana	ẽḍi	heel			ẽḍi				boehm				d72	d72	d72	191	reflex	1	Bihari	0		Rana		database	f_diz73fnvpbbmw	d72	d72	0	not-individually-adjudicated	not-reviewed
f_ewxusotoaccry	Gondi	aṛgi	underneath			aṛgi	0:	Ko.	dialect:Gondi:koya:Koya	dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Gondi		database	f_ewxusotoaccry	d72	d72	1	R	R
f_eyih42zwf2l6e	Dang	leri	heel			leri		?		boehm				d72	d72	d72	191	reflex	1	Bihari	0	short-vowel-apical	Dang		database	f_eyih42zwf2l6e	d72	d72	0	not-individually-adjudicated	not-reviewed
f_f2m2s7qraup6o	Tamil	aṭiyavaṉ	slave, devotee			aṭiyavaṉ	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_f2m2s7qraup6o	d72	d72	0	not-individually-adjudicated	R
f_f35a5q5aohtfy	M	eḍ	urging with the heel			eḍ	5:3		f	CDIAL				d72	d72	d72	191-3	reflex	1	Marathi-Konkani	0	short-vowel-apical	M		database	f_f35a5q5aohtfy	d72	d72	0	not-individually-adjudicated	not-reviewed
f_fdutp3ge6ytqc	Kota	acgaṛ	“place beneath object, position after the first in a row” (or under skin, bark)			acgaṛ				wolf-kota[p. 49, entry 20]	Wolf's direct reference to DEDR 72			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Kota		database	f_fdutp3ge6ytqc	d72	d72	0	not-individually-adjudicated	R
f_fkrpmrtkhhnm2	Kota	ac	below (I: 69)			ac				wolf-kota[p. 1, entry 5]	Wolf's direct reference to DEDR 72			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Kota		database	f_fkrpmrtkhhnm2	d72	d72	0	not-individually-adjudicated	R
f_fptfzreba2y3q	PSTDr	*aḍí	foot; foot, footstep, footprint, step, pace, measure of a foot, bottom, basis; below, underneath			aḍí				merriam2026dravidiandb[record 76, DEDR 72];starostin2006dravidian	Upstream reconstruction attribution: Starostin, 2006–2013.			d72	d72	d72	d72	reflex	0	Old Dravidian	1	short-vowel-apical	PSTDr		database	f_fptfzreba2y3q	d72	d72	0	not-individually-adjudicated	not-reviewed
f_fweqtvq3wci5c	Kota	ac	place below			ac	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Kota		database	f_fweqtvq3wci5c	d72	d72	0	not-individually-adjudicated	R
f_g3pw46aygu47s	Gondi	aḍita	lower			aḍita	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical	Gondi		database	f_g3pw46aygu47s	d72	d72	1	R	R
f_gjpw3zhcz2mnc	KS	yɛri	heel		jɛri	jɛri				toulmin				d72	d72	d72	191	reflex	1	Eastern	0		KS		database	f_gjpw3zhcz2mnc	d72	d72	0	not-individually-adjudicated	not-reviewed
f_gove2on36hdto	Tulu	kār aḍi	footsole, footstep			kār aḍi	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Tulu		database	f_gove2on36hdto	d72	d72	0	not-individually-adjudicated	R
f_gua22tnrtmfx4	Toda	oṛy	foot, step, foot print, hoof of buffalo			oṛy			noun	bhaskararao-toda2025[p. 149, entry 23];emeneau-toda1984[p. 274];bhaskararao-toda-notes[p. 102]	Bhaskararao and Kobayashi cite DEDR 72			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Toda		database	f_gua22tnrtmfx4	d72	d72	1	R	R
f_gwfxiucvaiaem	Kota	acl	below (I: 69)			acl			variant	wolf-kota[p. 1, entry 5]	Variant or conjugational stem of ac			d72	d72	d72	f_fkrpmrtkhhnm2	variant	0	S. Dravidian I	1	nonapical-control	Kota		database	f_gwfxiucvaiaem	d72	d72	0	not-individually-adjudicated	R
f_gxfxuakrobxqk	Gondi	aḍit	below			aḍit	0:	Mu.	dialect:Gondi:muria:Muria	dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical	Gondi		database	f_gxfxuakrobxqk	d72	d72	0	not-individually-adjudicated	R
f_gypbn732abyeu	Telugu	aḍiyãḍu	slave, servant			aḍiyãḍu	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical	Telugu		database	f_gypbn732abyeu	d72	d72	0	not-individually-adjudicated	R
f_ibc2nlibevtuw	P	eḍ	heel			eḍ	5:3		f	CDIAL				d72	d72	d72	191-3	reflex	1	Punjabic	0	short-vowel-apical	P		database	f_ibc2nlibevtuw	d72	d72	0	not-individually-adjudicated	not-reviewed
f_iral76aquwvns	Tulu	aḍi	bottom, base			aḍi	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Tulu		database	f_iral76aquwvns	d72	d72	1	R	R
f_jmjeekxywcb76	Kota	ac	below (I: 69)			ac				wolf-kota[p. 49, entry 19]	Wolf's direct reference to DEDR 72			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Kota		database	f_jmjeekxywcb76	d72	d72	0	not-individually-adjudicated	R
f_juestklw5usls	Kota	acl	below (I: 69)			acl			variant	wolf-kota[p. 49, entry 19]	Variant or conjugational stem of ac			d72	d72	d72	f_jmjeekxywcb76	variant	0	S. Dravidian I	1	nonapical-control	Kota		database	f_juestklw5usls	d72	d72	0	not-individually-adjudicated	R
f_katdlrmocjk24	Malayalam	aṭima	slavery, slave, feudal dependency			aṭima	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_katdlrmocjk24	d72	d72	1	R	R
f_ko56o3h27vryi	PDr	*aṭ-V	‘foot, bottom, base’ SD I			*aṭ-V				merriam2026dravidiandb[record 5963, DEDR 72];krishnamurti	Upstream reconstruction attribution: Krishnamurti, 2003.			d72	d72	d72	d72	variant	0	Old Dravidian	1	short-vowel-apical;postapical-cluster	PDr		database	f_ko56o3h27vryi	d72	d72	0	not-individually-adjudicated	not-reviewed
f_kplvzy6j42eom	Konda	aḍgiRi	that which is underneath			aḍgiR(i)	0:			dedr				d72	d72	d72	f_cjcvmnml353ti	variant	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Konda		database	f_kplvzy6j42eom	d72	d72	0	not-individually-adjudicated	R
f_kwbi3ezqxay76	Gondi	aḍi	below, low			aḍ(ḍ)i	0:	M.	dialect:Gondi:maria:Maria	dedr;M-Gondi				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical	Gondi		database	f_kwbi3ezqxay76	d72	d72	1	R	R
f_l4idgpcd5dncm	Si	aḍiya	foot, footstep			aḍiya	3:	(with <i>a</i>, not <i>ä</i>) ←		CDIAL				d72	d72	d72	191	reflex	1	Insular	0	short-vowel-apical	Si		database	f_l4idgpcd5dncm	d72	d72	0	not-individually-adjudicated	not-reviewed
f_l6ud7ipfqtotg	Kota	aṛy	foot (measure)			aṛy	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_l6ud7ipfqtotg	d72	d72	1	R	R
f_ldjzvkmnux2va	Kota	acgaṛ	“place beneath object, position after the first in a row” (or under skin, bark) II: 39			acgaṛ				wolf-kota[p. 1, entry 6]	Wolf's direct reference to DEDR 72			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Kota		database	f_ldjzvkmnux2va	d72	d72	0	not-individually-adjudicated	R
f_le6rgvge2sutu	Morang	ẽḍi	heel			ẽḍi				boehm				d72	d72	d72	191	reflex	1	Bihari	0		Morang		database	f_le6rgvge2sutu	d72	d72	0	not-individually-adjudicated	not-reviewed
f_leoi3ivincfz4	Malayalam	aṭiyān	slave, servant			aṭiyān	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_leoi3ivincfz4	d72	d72	0	not-individually-adjudicated	R
f_lesea62fq7xq2	Gondi	aḍna	lower			aḍna	0:	Ma.	dialect:Gondi:maria:Maria	dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Gondi		database	f_lesea62fq7xq2	d72	d72	0	not-individually-adjudicated	R
f_lf3du7custtxq	Badaga	Attadi	name of a steep declivity below Kunnu:r Beṭṭa or Teneriffe Peak, 1919 m in elevation, 3 km. NE from Coonoor station (also called Gu:pe befta; < attu +adi			Attadi			noun proper-noun uncertain	hockings-pilotraichoor1992[p. 10, col. 2]	Hockings and Pilot-Raichoor cite DEDR 101, 72			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_lf3du7custtxq	d72	d72	0	not-individually-adjudicated	R
f_lqs7cq6hxqugm	B	eṛi	heel			eṛi	5:3			CDIAL				d72	d72	d72	191-3	reflex	1	Eastern	0	short-vowel-apical	B		database	f_lqs7cq6hxqugm	d72	d72	0	not-individually-adjudicated	not-reviewed
f_mupsmzl4schrg	MH	eri	heel		eri	eri				toulmin				d72	d72	d72	191	reflex	1	Eastern	0	short-vowel-apical	MH		database	f_mupsmzl4schrg	d72	d72	0	not-individually-adjudicated	not-reviewed
f_mxvsk2lo5gwdk	Konda	aḍgi	below, underneath			aḍgi	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Konda		database	f_mxvsk2lo5gwdk	d72	d72	1	R	R
f_myposytganjs4	PDr	*aṭ-Vk-	‘foot, bottom, base’ SD II, CD			*aṭ-Vk-		derived *aṭ-V		merriam2026dravidiandb[record 5964, DEDR 72];krishnamurti	Upstream reconstruction attribution: Krishnamurti, 2003.			d72	d72	d72	d72	variant	0	Old Dravidian	1	short-vowel-apical;postapical-cluster	PDr		database	f_myposytganjs4	d72	d72	0	not-individually-adjudicated	not-reviewed
f_nhvs3jja4knhe	kul	aḍi	heel	आडी	aɖi	aɖi			noun f loanword marked borrowing	kullui-org[article 1004]	Origin: Loanword from; Source: Mandeali; Protoform: aḍḍi 'heel' <  OIA*aḍḍi ʻ heel ʼ; Proto-meaning: 'heel'; Analysis: [Ranganatha 119].			d72	d72	d72	191	borrowed	1	W. Pahari	0	short-vowel-apical	kul		database	f_nhvs3jja4knhe	d72	d72	0	not-individually-adjudicated	not-reviewed
f_nshxgj4rbhctu	Mai	ī̂			ī̂	ī̀			dialect:Mai:Mai-Jijal:Jij%C4%81l%C4%AB	zoller2005[ch. 6 p. 479]				d72	d72	d72	191-4	reflex	1	Kohistani	0		Mai		database	f_nshxgj4rbhctu	d72	d72	0	not-individually-adjudicated	not-reviewed
f_nxsq5c6wosnwc	Or	eṛi	heel			eṛi	5:3			CDIAL				d72	d72	d72	191-3	reflex	1	Eastern	0	short-vowel-apical	Or		database	f_nxsq5c6wosnwc	d72	d72	0	not-individually-adjudicated	not-reviewed
f_oeqfzuazsscrk	ktg	eḍɪ	heel when used in spurring, spur			eḍɪ	8:		f	CDIAL				d72	d72	d72	191	reflex	1	W. Pahari	0	short-vowel-apical;postapical-cluster	ktg		database	f_oeqfzuazsscrk	d72	d72	0	not-individually-adjudicated	not-reviewed
f_okn2dvelpwhyo	Tamil	aṭitti	maidservant			aṭitti	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_okn2dvelpwhyo	d72	d72	0	not-individually-adjudicated	R
f_ov6ewgr4ldiuo	Badaga	adi mari	below the hill, under the hili; name applied to any hamlet so located			adi mari			adv noun proper-noun uncertain	hockings-pilotraichoor1992[p. 13, col. 1]	(cf. Maletale; < adi+mari, ‘bottom+hilľ’); Hockings and Pilot-Raichoor cite DEDR 72, 4742			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_ov6ewgr4ldiuo	d72	d72	0	not-individually-adjudicated	R
f_oxe6v76zqergi	Badaga	Attadi Haḷḷa	former name for Ku:ruve:nu Halḷḷa, a stream which flows NE to join the U] Halla at a point 6 km. NW of. Kotagiri			Attadi Haḷḷa			noun proper-noun uncertain	hockings-pilotraichoor1992[p. 10, col. 2]	(also called Magditore Halla in its upper reaches; < attu+adi+halla, ‘declivity+below, beyond+stream’); Hockings and Pilot-Raichoor cite DEDR 101, 72, 4016			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_oxe6v76zqergi	d72	d72	0	not-individually-adjudicated	R
f_p6crngg7avtu4	G	eṛī	heel			eṛī	7:4		f	CDIAL				d72	d72	d72	191-4	reflex	1	Gujaratic	0	short-vowel-apical	G		database	f_p6crngg7avtu4	d72	d72	0	not-individually-adjudicated	not-reviewed
f_pihj2tjduv3jk	Bhoj	eṛī	heel			eṛī	5:3			CDIAL				d72	d72	d72	191-3	reflex	1	Bihari	0	short-vowel-apical	Bhoj		database	f_pihj2tjduv3jk	d72	d72	0	not-individually-adjudicated	not-reviewed
f_pmci7phqgjnqs	Gondi	aḍi	beneath			aḍi	0:	G.	dialect:Gondi:gommu:Koya%20%28Gommu%29	dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical	Gondi		database	f_pmci7phqgjnqs	d72	d72	1	R	R
f_pngn32e6bojtu	Tamil	aṭicci	maidservant			aṭicci	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_pngn32e6bojtu	d72	d72	0	not-individually-adjudicated	R
f_pxtnoppmsmyom	Badaga	adi hutta	under ploughbeam (lit.), method of yoking a plough to the plough-beam for deeper ploughing			adi hutta			noun uncertain	hockings-pilotraichoor1992[p. 13, col. 2]	(cf. me:1 hutta ); Hockings and Pilot-Raichoor cite DEDR 72, 4361			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_pxtnoppmsmyom	d72	d72	0	not-individually-adjudicated	R
f_q2bpngzitmh6k	H	eṛ	spur			eṛ	5:3		f	CDIAL				d72	d72	d72	191-3	reflex	1	W. Hindi	0	short-vowel-apical	H		database	f_q2bpngzitmh6k	d72	d72	0	not-individually-adjudicated	not-reviewed
f_qbpf5jlgxrovc	Gondi	aḍī	down			aḍī	0:	L.	dialect:Gondi:maria:Maria	dedr;L-Gondi				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical	Gondi		database	f_qbpf5jlgxrovc	d72	d72	0	not-individually-adjudicated	R
f_qjjdtdonhtqim	Dang	lẽri	heel			lẽri		?		boehm				d72	d72	d72	191	reflex	1	Bihari	0		Dang		database	f_qjjdtdonhtqim	d72	d72	0	not-individually-adjudicated	not-reviewed
f_qmdxre7upwoya	Malayalam	aṭi	sole of foot, footstep, measure of foot, bottom, base			aṭi	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_qmdxre7upwoya	d72	d72	1	R	R
f_qnvzqjngy2qey	G	eṛⁱ	spur			eṛⁱ	7:4		f	CDIAL				d72	d72	d72	191-4	reflex	1	Gujaratic	0	short-vowel-apical;postapical-cluster	G		database	f_qnvzqjngy2qey	d72	d72	0	not-individually-adjudicated	not-reviewed
f_ro7ssmrij2pic	PCDr	*aṭ-Vk	foot, bottom, base			aṭ-Vk				merriam2026dravidiandb[record 5814, DEDR 72];krishnamurti	Upstream reconstruction attribution: Krishnamurti, 2003.			d72	d72	d72	d72	reflex	0	C. Dravidian	1	short-vowel-apical;postapical-cluster	PCDr		database	f_ro7ssmrij2pic	d72	d72	0	not-individually-adjudicated	not-reviewed
f_rp5sa6e7beeki	Badaga	adi-	underneath, below, at the bottom			adi-			adv uncertain	hockings-pilotraichoor1992[p. 13, col. 1]	Hockings and Pilot-Raichoor cite DEDR 72			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_rp5sa6e7beeki	d72	d72	1	R	R
f_rq77j7ulvfklc	L	aḍḍī	heel			aḍḍī	2:1		f	CDIAL				d72	d72	d72	191	reflex	1	Lahndic	0	short-vowel-apical;geminate-apical-control;postapical-cluster	L		database	f_rq77j7ulvfklc	d72	d72	0	not-individually-adjudicated	not-reviewed
f_s7hbwdk6durvg	Konda	aḍgiRaṇḍ	from below, from the bottom. DED(S) 63			aḍgiRaṇḍ	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Konda		database	f_s7hbwdk6durvg	d72	d72	0	not-individually-adjudicated	R
f_sbrdzyi6lmy2o	H	aḍḍā	heel of shoe			aḍḍā	2:1		m	CDIAL				d72	d72	d72	191	reflex	1	W. Hindi	0	short-vowel-apical;geminate-apical-control;postapical-cluster	H		database	f_sbrdzyi6lmy2o	d72	d72	0	not-individually-adjudicated	not-reviewed
f_udmhtbfyw7ga2	Kodagu	aḍi	place below, down			aḍi	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Kodagu		database	f_udmhtbfyw7ga2	d72	d72	1	R	R
f_uhu7hf46ccsuc	Badaga	haṭṭi adi	lowest part of a hamlet			haṭṭi adi			noun uncertain	hockings-pilotraichoor1992[p. 567, col. 1]	Hockings and Pilot-Raichoor cite DEDR 3868, 72			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical;geminate-apical-control;postapical-cluster	Badaga		database	f_uhu7hf46ccsuc	d72	d72	0	not-individually-adjudicated	R
f_v6samor4dvwgq	Kota	acgaṛ	place beneath an object, position after the first in a row			acgaṛ	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Kota		database	f_v6samor4dvwgq	d72	d72	0	not-individually-adjudicated	R
f_vh5fatoccq6vw	PSD1	*aṭ-V	foot, bottom, base			aṭ-V		South Dravidian		merriam2026dravidiandb[record 5812, DEDR 72];krishnamurti	Upstream reconstruction attribution: Krishnamurti, 2003.			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	PSD1		database	f_vh5fatoccq6vw	d72	d72	0	not-individually-adjudicated	not-reviewed
f_vn7quprt4s6tq	Kota	ac mog	younger son			ac mog	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Kota		database	f_vn7quprt4s6tq	d72	d72	0	not-individually-adjudicated	R
f_vpvqy6qboy4g6	Gondi	aṛke	below			aṛke	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Gondi		database	f_vpvqy6qboy4g6	d72	d72	0	not-individually-adjudicated	R
f_wcdc36oiafd76	Tulu	aḍi kai	palm of the hand			aḍi kai	0:			dedr				d72	d72	d72	d72	reflex	0	S. Dravidian I	1	short-vowel-apical	Tulu		database	f_wcdc36oiafd76	d72	d72	0	not-individually-adjudicated	R
f_wrzvpmint7d2y	Badaga	adi padu	shelter of wild animals			adi padu			noun uncertain	hockings-pilotraichoor1992[p. 13, col. 1]	(< adi +padu, ‘bottom+shelter); Hockings and Pilot-Raichoor cite DEDR 72, 3857			d72	d72	d72	d72	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_wrzvpmint7d2y	d72	d72	0	not-individually-adjudicated	R
