Chart	View	Row	Category	Family_ID	Evidence_or_Formation_IDs
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d1368	f_jwub5lbwzqohi;f_rdfzg6mtkcdg2
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d1507	f_6s5m66yp74kiw;f_atvehxyedhzwy;f_jdzlh5scwjw6g;f_rx7ui6kwbz3la;f_vx5ejnfq4o4gi;f_zzsknfi6dx2ya
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d1580	f_ackldew2rf672;f_z3hnf3r6w2viw
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d1594	f_4o6nkyuec2pg6;f_j5d7c3lwqjf76;f_uif24g4tmqksw;f_we5uz74jlpnmk;f_ytz7hqkytupzw
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d1769	f_fnt4htr2q5egm;f_tcoysnjdvgdoe
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d1774	f_4y773rgrwzseo;f_bswc5toyx646c
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Uncertain (with or without other)	d1778	f_uahlpqntrlei6
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d1787	f_d5e6rlvcbj4uw;f_ndolyy4ysamdc;f_pmbylqwhanjmy;f_ynjwjivh7t7rw
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d1818	f_4qzjchlammmqe;f_54wyozhofd25s;f_5culweofdbrd6;f_6apfcyxs2r7nk;f_7ezjpvvutew54;f_dedl5wyt5agce;f_f7b32xf2qsqai;f_h2yol63wxiceq;f_hos3a4hrtzpp6;f_jby43elvgqkno;f_monkpbbbfc3ss;f_uqri5hnye5yxk;f_ymftqos4hvizq
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d1822	f_fao23wizo6rio;f_hglqd62jsdrcm;f_lxgzw4b2qieyo;f_vvjbp3uckoqik
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Retained, no displacement	d1859	f_lz4qpfdk4uwss
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Missing	d1959	
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d2356	f_lig27p5hu5tzw
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d2359	f_edr47oxqlvqaw
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d2360	f_5y6rpavoacm3g;f_bweup2fnt3hk4;f_gvqqpczg4fvi6;f_nau6n7ojktnpu;f_w65zvy62nvsyi;f_wfczz7oghcdqo;f_ydctqhfc2xqbk
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d2687	f_ias2iuporltk6;f_puwftzosvxjdu;f_rakh3iqnsvv3q
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Other only	d2929	f_g5w2ykggx2mle;f_z3ooo33e74xza
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d3095	f_di2wo2qrrzvns;f_fega5ppiwhdze;f_noavm52n3qx4a;f_nw2egltyxhoic;f_vgs63saod345y;f_ycsuf63yvjy6m
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d3115	f_6iieamq4yekai;f_gg246dpgbq43e;f_yjoacgqrn5pme
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Missing	d3119	
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Retained, no displacement	d3244	f_lxmtcut2fity6
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d3246	f_2vrv5woq6tml6;f_3ov3kfkm5dkwg;f_54ffbpkwo66b2;f_cqjsxdxn4htbc;f_dwuf6jytn2l7g;f_g323nf2zhfrvm;f_gapxu6yum5yjy;f_gavpjhh6ni62e;f_izvmgisdtsyxe;f_knwaudo7j7rzw;f_lwt7iyv4sbgg4;f_m6sv6c34jzmrg;f_ogbjknelvpvsg;f_ojasm32b67tns;f_ovgkmqj2hsjkq;f_qckj6uvqryeae;f_stvomvek524nu;f_sz5oic4rnrsek;f_tnamtgs5zft46;f_vd2m6cplrf2m2;f_ysr4jv2l77hdc;f_z5ioh5rftlgyu;f_zfmpf23mg76ca
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Retained, no displacement	d3259	f_bsir5okg6tahm;f_e7hwkfnfyq3ec;f_fdp2d4dpeqmi2;f_kgb6tkj5urbr6
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Retained, no displacement	d3339	f_a52zxia62qqwg;f_aktogwgylrgri;f_eatdyb36uyjzs;f_hq6bi6334cktu
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d3340	f_7rg3lybka6vco;f_ad2a7upowopsu;f_ed5z4y2qdk7lg;f_fjq43hg5dyxlk;f_ljehi7gup5qnm;f_moezk777s5uuy;f_qui4o6yxhmrgo;f_smcykvf5urehu
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d3343	f_emjfsvj7gqtxc;f_ouwrj4t6guwre;f_xioannge7h26u
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Missing	d3358	
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d3437	f_4y35t4ot5yk4q;f_7iyuujkczzshe;f_ac5m6v5uobtos;f_bkr27kz5jnw3e;f_cv7l6xydsohz6;f_lr7rrcqoxabam;f_wcmnrwtkxjxes;f_xluqd2rcfx6gk
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d3522	f_ji7l3tltyvjvs;f_xzsphjsyelcgq
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d3962	f_6tk2fpkqwto7g;f_gd5wgsk5qexs4;f_gs5vla3nwer2g;f_s6fubf35efw4k
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d3976	f_beigjhoyb4dck;f_lehyil4knhwl6
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d3982	f_277gnmswzytey
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d3999	f_elp64yudfljjs;f_gp5ff36sq453u;f_k6jtvm35n2m3g;f_rrfkpgqmutgay;f_w4qqoh3i4j254;f_xrih22ctiwhr4
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d4002	f_d6q6h6dajzzpo;f_tjngsa3fs2ncw
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d4005	f_3dxd3t2xuho4m
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d4175	f_fzxffnanjdxb4;f_qze4v6mbwqdfa;f_skqx63r7annky;f_vb7wwj377n25o
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d4176	f_klyzqvnlsuysa
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Retained, no displacement	d4177	f_5bnmxypvdfzqa;f_5obbiozlglhna;f_ouzmzfsc6qbkc
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d4283	f_6dxoy6cuwxdao;f_fgmcm4bmdpl2g;f_mxfwmcx3oi75g;f_mykc2tvmmswzi;f_xi4grd3d64hlg
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d4312	f_4aeozp6sxs63y;f_7pjgouimyggc6;f_7u54tqu4dtt5q;f_fgqdccak2efbk;f_ncyxulqegijbm;f_rlu6wivm5afd4;f_tg6hs45rr3ohg;f_vgo5afnsmgmre;f_vpsp47wizynhc;f_xsjbat3blc2es
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Missing	d4536	
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d4537	f_336qkjyvs4goy;f_3ru7eesgwd3am;f_alslnjparpqqy;f_kdqkrzjbzeccs;f_qnf3xznf3vszq;f_wli4podauzais;f_z325tez7nfe4g
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d4545	f_t4jvlzmrkzcwc;f_tm4y4odxa5fg4
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d4555	f_dwxrztgkvqjsa;f_kziszm7hwafvi;f_wcautegmjcbds
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d4559	f_d5ur3xcgsxick;f_kwctjywqt2way;f_t35bbm5kvdccq;f_zhj3ga3ngml2o;f_zuzesjd7nkk44
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Uncertain (with or without other)	d4710	f_6hy5v4gjwlj2a;f_avhjvzi2ti36g;f_hrtrkkmjbrvrg;f_yya3afw6sqtkm
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d4711	f_cqc6qamwv6hmy;f_fqcf4xzk4r3tg;f_rirwcupcemybq;f_ymibz5y5h74ku
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Uncertain (with or without other)	d4716	f_fcrhyyjjpu3ai;f_jjj6mxexmicru
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d4728	f_3lv7ov4u3m7yg;f_7hoedw2hivwp2;f_wvu3wftw2bels
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d4750	f_ls6tncdxnev4e;f_qubbupqrnim6g;f_rh4qvlb3ka7es;f_xrwtk7qdnczyu
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Retained, no displacement	d4760	f_2cbwy23nb5dce;f_6etfncbqv3tmc;f_6vygbqzong3ve;f_ak6hq5d2gk2za;f_g7rwmbijggk6y;f_huvgyhyb7s226;f_ira6uzmd4liym;f_jfcymk6oq5cqg;f_n4pi6abajklug;f_uivtddlaz2itk;f_warkdf3h7ljeq
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d4761	f_22wq3y5tmbaoe;f_32xaddq3ui6zg;f_6z5eoiaabglnc;f_cei6h7kxywxr4;f_dnwme76geuspu;f_gwedmm4f6gpws;f_h6bkkx4tjvdhi;f_kxg6yds4gpuey;f_lak4vfbwm3emi;f_of3dww3nadfvo;f_rb34gu3eplg4i;f_sfbpnfjwehpiq;f_tkb6ym5vcixwk;f_zaelgzuu2abgy;f_zod4cxlijg2tk
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d4866	f_7dp2pr3nbysj6;f_vsrzcq3kxyfta
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d4971	f_4m7lozehtllfy;f_bnp3imsabrzm2;f_grid5klclsjtm;f_nqlwafkvotyoa;f_uiinf2gj237r2;f_xmcbksy25loqq
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Retained, no displacement	d4973	f_av5dpf4tmb4cu;f_i4vjnfmoubsu6;f_ozuzormjwxpma;f_ve6opn657vmzw;f_zr54mji7567xy;f_zvl5ednachsvg
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Missing	d4976	
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Uncertain (with or without other)	d4989	f_g2rkycbkrvwei;f_twf5mh5yknqce;f_ynegemv2sciz4
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d5007	f_7duona3haiqmw;f_7s57h4cwrljpc;f_7x3l37wmbo4x6;f_dcisehtnly34y;f_iiuvs4gki5m7o;f_jghoo3wugtola;f_lsgpwh5hksfzq;f_xm647bxiv4ft4
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d5082	f_7msblpleyzn3c;f_c4zinr3kbwfxy;f_umeht4sejjcai;f_xaskqvo4umu2k
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d5123	f_3zfyxy2zizywi;f_eksyiwxdqwkni;f_fodk2f3bmd742;f_miahekturqw6i;f_nnjwkozyvi3cc
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d5263	f_2q7e5xhgcvlue;f_4bl55aufe6jo6;f_56oibpri2i2vm;f_aiveiwbm65mt2;f_hcejirjfk6qtg;f_iaul4kv22gxlm;f_n7s5kt47ng4jw;f_oih2skwaeoewk;f_vj7msytpxb3s6;f_vo7lpwwww2ycc;f_vphwyxedrelvg
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d5295	f_d77sua7o2mkk6;f_xhmz3p5ipzksu;f_zcoseodl46ssi
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced, no retention	d5409	f_5krorzllosgw6;f_m4k2ln4qkit3k
inputs	All following-vowel classes	Consonant-initial, short vowel + single r/ẓ	Displaced and retained	d5411	f_3uxni4dtuloe6;f_5jg6q3prdpqyg;f_5vyqqq2p2iprq;f_binykjwbdnjxq;f_bpoly3jexvtdw;f_eqguatdy67lbq;f_fqtyyziofrvuc;f_glnjed7bmajry;f_ixe5yz7me2hvg;f_m2hbfst57laxy;f_mjz4dyz45yhni;f_pktg6eyvm5mnc;f_qt3g6zhjyayes;f_v6564is7rkhhk;f_vaakpidjk4k7i;f_y3eehbj6rnjc2;f_zdd65kl3o22re
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced, no retention	d202	f_jd42hn34rdaqo;f_zffwdujrcnywi
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d203	f_b2pn5szvoauzs
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Uncertain (with or without other)	d211	f_ounrkuuuhnfna
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced and retained	d228	f_47wnjhnjmwyqo;f_do36zuzuzryi6;f_ikh2tqzs4tg6y;f_lhso2updqhzy4;f_pr4rscqrwp6k4;f_qq3musa4z2c7e;f_s56rotjltglxa;f_triaacpz2cb2i;f_whejawkvz75pe
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d229	f_73yfjkyby7tk2;f_bzeztn2fkuamo
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d236	f_i3sn2s6otvqky;f_pkzhidszmyoc2;f_tzvbcf4d4gmao;f_wuhwort4y3t66;f_zd67ixayppfdq
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d240	f_6bupjipoxgkiu;f_aifvh7czpucsy;f_eldm6ywbhzgko;f_sse3m4kxlu7c4
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d242	f_6racbsa5jon6w;f_ffpjrrr7b4wwe;f_zjlxdinbbc3te
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d245	f_3qwn6rwowgwae;f_wmpykisj3m4qq
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d247	f_5niqcsf7gzfq2;f_sbkthip6qkwii
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d248	f_2oitw6ttasg5y;f_dz2l2rsf3tuvi
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d249	f_ajjvw4ccisbg4;f_h7obdiyyaaaj4;f_jg6lbbbk6lzmi;f_vmhccfwtxyya2
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced and retained	d291+d295	f_agyxrtwnsdocc;f_bmf4uxhm446og;f_id6ukobamzgt2;f_jusqtybwjtw5k;f_z6qwxumua56to
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced and retained	d296	f_2mgbteusy362g;f_fwrfyx5d3kvve
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Uncertain (with or without other)	d299	f_qd5vl7xy2vw2m
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced, no retention	d308	f_ovrxifgbq5t7k
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d310	f_4ww3nqabku62o;f_hri3ob2thljgm
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced and retained	d319	f_2isaz6z4unlea;f_2ttu4tbf2ucwy;f_chciddvnftg4s;f_d52ftrvndmrew;f_xzhmynveclcu2
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced, no retention	d321	f_37vuatl2jy4l6;f_cbgze364tf5ow;f_ek6ihenhscv7g
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d434+d448	f_abj5idrlhvxtu;f_awwr4bmgcl3zc;f_c43xnp3vku2bc;f_gzzupibkrgkyu
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced, no retention	d437	f_mmvjzablirjpa
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d446	f_6rgocgeffuw4g;f_c6wvfdmsmc6ze;f_cj5adjgs24nu6;f_e72musabr74sc;f_fibux3kzl6fim;f_wqwne2wo6wscu;f_yjnachn5etcwc
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Uncertain (with or without other)	d447	f_raskkai6p26cw
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d449	f_buuj23gzuhmjs;f_mmtxxcdbtyt44;f_r5ex3utotkmm6
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d472	f_7mxhybbcyt32g
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced, no retention	d475	research:d475-Telugu-rēnu;research:d475-Telugu-rē̃gu
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d476	f_arjfgvftibq24;f_fo74326od6fi6;f_hoazkkmlc7fz2;f_yiz3qsplvy26q
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Uncertain (with or without other)	d477	f_5bmsqzjrwmyqi;f_klgo6bo3fin4g
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d490	f_lzfmtmyxydwz4
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Missing	d495	
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Uncertain (with or without other)	d507	f_vd2trzdv2whqq
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Uncertain (with or without other)	d508	f_eo2qdb2ne2mw6;f_l4gd6s6rihmea;f_mkqgs7per3mpi
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d512	f_kyuvorz7vzpcq
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced and retained	d513	f_d5kcw6hrz2qbi;f_ejrg7mghib4h6;f_h55dqkqddalhw;f_iidp2lwtlxkrw;f_td5tw434rhrw4;f_tthkyznga3ouu;f_vfhmtesu22rzc;f_xanpmdfasmauw;f_yukt2ixlwlxqy
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced and retained	d516	f_2ev7zelqpwhym;f_e5od7okyckgem;f_uy6bi7fk3wgza;f_x56ndqpatzxga;f_xmjor7la2kyae
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced, no retention	d517	f_egseskzv55o6u;f_t4jkutlbao6tm
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced and retained	d527	f_fsguringnvhhk;f_z55xejz2iehee
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d528	f_xmnwq5lqtgvb2
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d529	f_bqtfy7oba67j2
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d586	f_lsxcxuxy6apxe;f_w2ece5qyc2e7e
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d593	f_5wpnj765xtkhq;f_eofl3optqhdr2;f_gv4pqg7pjdjkw;f_rwap2pbzy6ybk;f_xodkexw77s47k
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Retained, no displacement	d61	f_3q5xbq5rhq75c;f_nhqmog2x777im
inputs	Independently classified low-a formations	Vowel-initial, short vowel + single apical	Displaced and retained	d63	f_4b2n5ptvxwd5w;f_6rdekkcsrmxj4;f_7dpiziz3womlk;f_ba2xhgycj3vys;f_ccljx3athxqva;f_i77nwvutqgc7i;f_jyl2im2bylpky;f_sp7jg6ayxkr4m
