analysis_token_id	record_id	family_id	language	dialect	source	form	gloss	historical_input	input_basis	input_id	input_class	old_nuclei	old_accent_count	old_accent_position	old_accent_from_right	old_accent_quantity	old_final_quantity	old_later_long	old_reconstructed	old_aspiration	old_initial_h	old_quantity_pattern	old_first_quantity	old_first_vowel	old_intervocalic_cluster	old_shape	notation	outcome	raw_outcome	modern_nuclei	accent_from_right	stress_from_right	screening_exclusions	family_analysis	family_unresolved	individual_review
f_ktdhi7nmy53hu	f_ktdhi7nmy53hu	43	Sh	Sazin	backstrom1992	ʌˈč̣ʰi	eye	ákṣi	nearest-formation	43	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	survey-phonetic	stress-marked@-1	stress-marked	2		1		Palula ac̣híi and the four principal modern Shina citations have early accent on the final long vowel, not late accent. Independently attested accented dual akṣī́ is a plausible input, with number and gender reanalysis; the singular ákṣi alone does not predict the modern final syllable. Kalkoti2013 has both an unmarked long-final ic̣ii citation and explicitly Low short-final ic̣ì in p144footnote15. Preserve that source distinction rather than invent a uniform High category. Short Kundal aś has lost the diagnostic final material.	The exact number-to-lexeme and gender transition needs a fuller historical paradigm. Kalkoti final quantity variation and Low history require matched lexical/grammatical cells.	family-context-first-pass
f_6q624bq7q7wi2	f_6q624bq7q7wi2	43	Sh	Harban	backstrom1992	ʌˈṣ̌i	eye	ákṣi	nearest-formation	43	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	survey-phonetic	stress-marked@-1	stress-marked	2		1		Palula ac̣híi and the four principal modern Shina citations have early accent on the final long vowel, not late accent. Independently attested accented dual akṣī́ is a plausible input, with number and gender reanalysis; the singular ákṣi alone does not predict the modern final syllable. Kalkoti2013 has both an unmarked long-final ic̣ii citation and explicitly Low short-final ic̣ì in p144footnote15. Preserve that source distinction rather than invent a uniform High category. Short Kundal aś has lost the diagnostic final material.	The exact number-to-lexeme and gender transition needs a fuller historical paradigm. Kalkoti final quantity variation and Low history require matched lexical/grammatical cells.	family-context-first-pass
f_ege5rswyhgrrs	f_ege5rswyhgrrs	43	Sh	Jalkot	backstrom1992	ɑˈč̣i	eye	ákṣi	nearest-formation	43	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	survey-phonetic	stress-marked@-1	stress-marked	2		1		Palula ac̣híi and the four principal modern Shina citations have early accent on the final long vowel, not late accent. Independently attested accented dual akṣī́ is a plausible input, with number and gender reanalysis; the singular ákṣi alone does not predict the modern final syllable. Kalkoti2013 has both an unmarked long-final ic̣ii citation and explicitly Low short-final ic̣ì in p144footnote15. Preserve that source distinction rather than invent a uniform High category. Short Kundal aś has lost the diagnostic final material.	The exact number-to-lexeme and gender transition needs a fuller historical paradigm. Kalkoti final quantity variation and Low history require matched lexical/grammatical cells.	family-context-first-pass
f_wnfffpzb5xyj6	f_wnfffpzb5xyj6	43	Sh	pales	backstrom1992	ɑč̣i	eye	ákṣi	nearest-formation	43	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	survey-phonetic	unmarked	unmarked	2				Palula ac̣híi and the four principal modern Shina citations have early accent on the final long vowel, not late accent. Independently attested accented dual akṣī́ is a plausible input, with number and gender reanalysis; the singular ákṣi alone does not predict the modern final syllable. Kalkoti2013 has both an unmarked long-final ic̣ii citation and explicitly Low short-final ic̣ì in p144footnote15. Preserve that source distinction rather than invent a uniform High category. Short Kundal aś has lost the diagnostic final material.	The exact number-to-lexeme and gender transition needs a fuller historical paradigm. Kalkoti final quantity variation and Low history require matched lexical/grammatical cells.	family-context-first-pass
f_7ghwub3mxnj6o	f_7ghwub3mxnj6o	43	Sh	Kolai	backstrom1992	ɑˈč̣i̱	eye	ákṣi	nearest-formation	43	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	survey-phonetic	stress-marked@-1	stress-marked	2		1		Palula ac̣híi and the four principal modern Shina citations have early accent on the final long vowel, not late accent. Independently attested accented dual akṣī́ is a plausible input, with number and gender reanalysis; the singular ákṣi alone does not predict the modern final syllable. Kalkoti2013 has both an unmarked long-final ic̣ii citation and explicitly Low short-final ic̣ì in p144footnote15. Preserve that source distinction rather than invent a uniform High category. Short Kundal aś has lost the diagnostic final material.	The exact number-to-lexeme and gender transition needs a fuller historical paradigm. Kalkoti final quantity variation and Low history require matched lexical/grammatical cells.	family-context-first-pass
f_7ldzyoj2zujac	f_7ldzyoj2zujac	43	Sh	Kolai	backstrom1992	ɑˈṣ̌i	eye	ákṣi	nearest-formation	43	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	survey-phonetic	stress-marked@-1	stress-marked	2		1		Palula ac̣híi and the four principal modern Shina citations have early accent on the final long vowel, not late accent. Independently attested accented dual akṣī́ is a plausible input, with number and gender reanalysis; the singular ákṣi alone does not predict the modern final syllable. Kalkoti2013 has both an unmarked long-final ic̣ii citation and explicitly Low short-final ic̣ì in p144footnote15. Preserve that source distinction rather than invent a uniform High category. Short Kundal aś has lost the diagnostic final material.	The exact number-to-lexeme and gender transition needs a fuller historical paradigm. Kalkoti final quantity variation and Low history require matched lexical/grammatical cells.	family-context-first-pass
f_nk6cfub4rffdu	f_nk6cfub4rffdu	43	Sh	gil	schmidt	ac̣híi	eye	ákṣi	nearest-formation	43	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	shina-mora	E@-1	E	2	1			Palula ac̣híi and the four principal modern Shina citations have early accent on the final long vowel, not late accent. Independently attested accented dual akṣī́ is a plausible input, with number and gender reanalysis; the singular ákṣi alone does not predict the modern final syllable. Kalkoti2013 has both an unmarked long-final ic̣ii citation and explicitly Low short-final ic̣ì in p144footnote15. Preserve that source distinction rather than invent a uniform High category. Short Kundal aś has lost the diagnostic final material.	The exact number-to-lexeme and gender transition needs a fuller historical paradigm. Kalkoti final quantity variation and Low history require matched lexical/grammatical cells.	family-context-first-pass
f_63hvzkzpiofsa	f_63hvzkzpiofsa	43	Sh	koh	schmidt	ac̣híi	eye	ákṣi	nearest-formation	43	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	shina-mora	E@-1	E	2	1			Palula ac̣híi and the four principal modern Shina citations have early accent on the final long vowel, not late accent. Independently attested accented dual akṣī́ is a plausible input, with number and gender reanalysis; the singular ákṣi alone does not predict the modern final syllable. Kalkoti2013 has both an unmarked long-final ic̣ii citation and explicitly Low short-final ic̣ì in p144footnote15. Preserve that source distinction rather than invent a uniform High category. Short Kundal aś has lost the diagnostic final material.	The exact number-to-lexeme and gender transition needs a fuller historical paradigm. Kalkoti final quantity variation and Low history require matched lexical/grammatical cells.	family-context-first-pass
f_pxuuek2qnmrru	f_pxuuek2qnmrru	43	Sh	gur	schmidt	ac̣híi	eye	ákṣi	nearest-formation	43	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	shina-mora	E@-1	E	2	1			Palula ac̣híi and the four principal modern Shina citations have early accent on the final long vowel, not late accent. Independently attested accented dual akṣī́ is a plausible input, with number and gender reanalysis; the singular ákṣi alone does not predict the modern final syllable. Kalkoti2013 has both an unmarked long-final ic̣ii citation and explicitly Low short-final ic̣ì in p144footnote15. Preserve that source distinction rather than invent a uniform High category. Short Kundal aś has lost the diagnostic final material.	The exact number-to-lexeme and gender transition needs a fuller historical paradigm. Kalkoti final quantity variation and Low history require matched lexical/grammatical cells.	family-context-first-pass
f_v3m4wuuxy56ic	f_v3m4wuuxy56ic	43	Sh	Astor	schmidt	ac̣híi	eye	ákṣi	nearest-formation	43	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	shina-mora	E@-1	E	2	1			Palula ac̣híi and the four principal modern Shina citations have early accent on the final long vowel, not late accent. Independently attested accented dual akṣī́ is a plausible input, with number and gender reanalysis; the singular ákṣi alone does not predict the modern final syllable. Kalkoti2013 has both an unmarked long-final ic̣ii citation and explicitly Low short-final ic̣ì in p144footnote15. Preserve that source distinction rather than invent a uniform High category. Short Kundal aś has lost the diagnostic final material.	The exact number-to-lexeme and gender transition needs a fuller historical paradigm. Kalkoti final quantity variation and Low history require matched lexical/grammatical cells.	family-context-first-pass
f_5io42qqwdkh76	f_5io42qqwdkh76	43	Sh	gil	buddruss-shina1996	achíi	eye	ákṣi	nearest-formation	43	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	gilgit-mora	E@-1	E	2	1			Palula ac̣híi and the four principal modern Shina citations have early accent on the final long vowel, not late accent. Independently attested accented dual akṣī́ is a plausible input, with number and gender reanalysis; the singular ákṣi alone does not predict the modern final syllable. Kalkoti2013 has both an unmarked long-final ic̣ii citation and explicitly Low short-final ic̣ì in p144footnote15. Preserve that source distinction rather than invent a uniform High category. Short Kundal aś has lost the diagnostic final material.	The exact number-to-lexeme and gender transition needs a fuller historical paradigm. Kalkoti final quantity variation and Low history require matched lexical/grammatical cells.	family-context-first-pass
f_gqf3ftld3argy	f_gqf3ftld3argy	47	Sh	Sh	CDIAL	ac̣hēmo	unruly, mischievous, malignant, dishonest	*akṣēma	nearest-formation	47	input-accent-undetermined	3	0				short		1	0	0	SLS	short	a	kṣ	VVVV	historical-dictionary	unmarked	unmarked	3				Gilgit ac̣héemo ‘evil, malicious’ has early prominence on the final root syllable before o. The negative prefix and long ē are independently part of the reconstructed input, making the root-final adjective class plausible. The parent kṣḗma is accented, but the compound's accent is not independently recorded and must remain unknown.	Inspect the adjective paradigm and determine whether the negative formation's accent is independently attested elsewhere.	family-context-first-pass
f_ojvqhk5b6rhdo	f_ojvqhk5b6rhdo	47	Sh	gil	degener-shina2008	ac̣héemo	evil, malicious	*akṣēma	nearest-formation	47	input-accent-undetermined	3	0				short		1	0	0	SLS	short	a	kṣ	VVVV	gilgit-mora	E@-2	E	3	2			Gilgit ac̣héemo ‘evil, malicious’ has early prominence on the final root syllable before o. The negative prefix and long ē are independently part of the reconstructed input, making the root-final adjective class plausible. The parent kṣḗma is accented, but the compound's accent is not independently recorded and must remain unknown.	Inspect the adjective paradigm and determine whether the negative formation's accent is independently attested elsewhere.	family-context-first-pass
f_bh45pmogeygak	f_bh45pmogeygak	48	Phal	Phal	CDIAL	ac̣hṓṛ	the tree	akṣōṭa	nearest-formation	48	input-accent-undetermined	3	0				short		0	0	0	SLS	short	a	kṣ	VVVV	historical-dictionary	syllable-marked@-1	syllable-marked	2	1			Palula ac̣hoóṛ ‘walnut’ is late on oo, whereas ac̣húuṛi ‘walnut tree’ is early on a raised vowel before final i. Gilgit ac̣hóoi/achóo is early-long, with further consonant loss and potentially different fruit/tree formation. The fruit-versus-tree distinction is independently semantic and morphological, but the unaccented old input prevents a direct retention test. Its source discusses variant forms and possible Iranian connections.	Read fruit/tree paradigms and explain western raising chronology and the early Gilgit outcome without assigning an invented old accent.	family-context-first-pass
