family_id	formation	input	analysis	unresolved	status	annotation_history	revision_reason
2689	verbal-paradigm	kaṇḍūyáti	Palula kaṇíi is a suffixed verb citation and Gilgit khan- a bare stem. Reduction of ṇḍ and contraction of the ūy sequence intervene before the modern forms; historical aspiration can also be displaced or secondary. The modern final infinitival accent is not a direct reflex of the old finite yá syllable without a reconstructed paradigm.	Use finite forms such as the older kāṇū́m only after identifying their tense/person and suffix.	paradigm-required	"[""family_annotations_02.jsonl:35""]"	
2744	nominal-stem-variants	kapā́la versus *kappāla and other independently recorded stem variants	Gilgit kuáa~lo preserves early accent on the old medial long vowel after weakening of p and glide formation. Its written ua sequence must not be treated as two fully independent historical syllables. Kundal kwaji ‘mortar’ is a semantic container extension but has a much less transparent consonantal and vowel history, and no usable accent marking.	Confirm the Kundal link before using it as a counterexample; source variants permit different geminate and shortening histories.	retention-with-etymological-caution	"[""family_annotations_02.jsonl:36""]"	
2767	verbal-paradigm	kámpatē	Palula káamba/Biori káambe are early-accented verbal citation forms, consistent with root prominence and lengthening in the relevant open-syllable formation. Older kambū́m instead carries a finite ending with final prominence. The systematic morphological difference is more informative than labeling the same family both retained and shifted.	The imperative/citation and finite stems must be tabulated as different cells.	paradigm-required	"[""family_annotations_02.jsonl:37""]"	
2822	expressive-or-remodeled-nominal	karkaśá versus *khakkhaśa	Strand khrʹâkaṣ ‘phlegm’ is initial-accented despite final-accented karkaśá ‘rough’. Turner supplies an expressive-looking aspirated/geminate alternative, which could motivate both sound imitation and cough-product semantics. That alternative is unaccented, however, and does not independently prove that root accent was inherited. Metathesis and the long root vowel also need stages.	Retain the etymology/formation uncertainty; do not claim an exceptionless retraction rule from this one expressive noun.	etymology-question	"[""family_annotations_02.jsonl:38""]"	
2830	unextended-nominal	kárṇa	Palula káaṇ versus Biori kaṇ fits late Ashret closed-a lengthening after rṇ simplification. Short Gilgit kon has nasal-environment backing, and Kalkoti/Kundal kān confirm broader segmental correspondences without reliable tone in these records. A reported mobile Gilgit ear paradigm contrasts with Palula fixed accent despite shared old barytonesis, so the inflectional evidence must override the misleading agreement of short citation forms.	Recheck the Gilgit paradigm directly; the annotated comparison must distinguish mora lengthening from inherited noun-class behavior.	diagnostic-paradigm-divergence	"[""family_annotations_02.jsonl:39""]"	
2877	unextended-nominal	karpā́sa	Gilgit khayáas has early accent on the inherited long medial vowel, compatible with retention while rp weakens/metathesizes to the khay sequence and final a disappears. Its root-a quality does not need new compensatory quantity. The remote non-Indo-European origin of cotton vocabulary does not itself imply a recent Shina borrowing.	Verify the route from rp to hy and the borrowing layer before extending this isolated correspondence to other clusters.	retention-compatible	"[""family_annotations_02.jsonl:40""]"	
2892	unextended-nominal	kárman	Biori kram beside inflected kráama, and Ashret kráam, separate an older open-syllable lengthening layer from later Ashret closed-syllable lengthening. Metathesis moves r into the onset before this comparison. Shina kom/krom and Kalkoti traam share the work sense but have independent r-cluster and nasal-vowel developments. A single citation-form mora table must be supplemented by the Biori paradigm, which is the most diagnostic evidence.	The dates of Shina backing and the relation of Kalkoti lengthening to Palula remain separate from inherited root accent.	diagnostic-quantity-chronology	"[""family_annotations_03.jsonl:1""]"	
2900	social-designation-derivative	karmín, with separately accented kármika in the old entry	Gilgit kamín preserves final prominence in an occupational/social derivative. This is compatible with the old accented -in formation rather than root-accented kárman. Loss of r has not shifted accent onto the first vowel. However, a South Asian caste/social label may be transmitted through regional languages, so accent agreement alone does not prove uninterrupted inheritance.	The borrowing history of the qaum name must be tested before inclusion in a strict inherited core.	derivative-with-contact-risk	"[""family_annotations_03.jsonl:2""]"	
2909	feminine-action-or-instrument-noun	karṣí; kā́rṣi and karṣū́ are independent alternatives in Turner	Palula khaṣíi has early accent on final long ī, consistent with an accented feminine ending rather than a transferred accent on the root. The old short final i needs lengthening or replacement by a long feminine formation. The contrast with root-accented kā́rṣi means that exact formation selection matters, while aspiration/rs reduction are separate segmental questions.	Do not score final íi as late mora accent or assume that old short i was already long.	formation-compatible	"[""family_annotations_03.jsonl:3""]"	
2918	verbal-and-action-noun-derivatives	kaláyati versus kálatē and kāláyati	Gilgit káalan ‘calculation’ has early root accent in an action noun, while kali- and older infinitives are verbal stems or cells. The old entry independently lists multiple accent and quantity patterns. The noun's aa therefore requires a formation-specific history; it is not a direct retention or retraction test against kaláyati.	Identify the action-noun suffix and compare matched finite forms; keep all cited old alternatives in the dossier.	formation-split	"[""family_annotations_03.jsonl:4""]"	
2933	vowel-final-nominal	káli ‘quarrel’	Gilgit káli has initial short accent and retains final i, matching the old accented root directly. The sense quarrel is independently attested in the old entry. This is a useful short-vowel, disyllabic retention control: its accent locus is informative even though there is no long-vowel mora contrast.	No principal accent discrepancy; verify inherited versus cultural transmission only if used in a particularly strict lexical stratum.	diagnostic-syllable-retention	"[""family_annotations_03.jsonl:5""]"	
