gloss	plural	suffix	plural_stress_from_right	plural_outcome	singulars	singular_stress	singular_ids	plural_id	family_ids	plural_description	review_index	manual_lexical_note	reviewed_family_comparison	primary_check	morphological_assessment	final_vowel_accented	acute_count	suffix_accent_status
anvil	mʌ́:te	-e	2	stress-marked	"[""mʌ́:to""]"	[2]	"[""f_ipe4vz6rhoea4""]"	f_yro236uwdnbwk	[]		240	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
artisan	ʃiŋkhʌné	-e	1	stress-marked	[]	[]	[]	f_7wifhggm3ggy4	[]		241	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
barber	ʈhʌkuréh	-eh/-eɦ	1	stress-marked	"[""ʈhʌkúr""]"	[1]	"[""f_hnbmnbmkfznda""]"	f_7du73gc342cha	[]		242	Barber thakur is a regionally circulating title/occupation word within the ṭhakkura comparison. Its accented eh is an inflectional adaptation, not a direct old-accent reflex. Research comparison: ṭhakkura (5488), idol, deity (cf. <i>ḍhakkārī</i>-),; title. This links the root/lexeme, not each inflected cell directly to the old headword.	5488	database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
brush	burúʃéh	-eh/-eɦ		multiple-stress	"[""burúʃ""]"	[1]	"[""f_p4eakagf7vne4""]"	f_rrd3e6zd7adcc	[]		243	Brush buruš has acute on both the stem and eh. The likely regional/English loan route cannot itself explain whether the two marks represent two prosodic domains or inconsistent notation.		exact printed passage inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	2	final-plus-other-accent
hammer	əʈhó:réh	-eh/-eɦ		multiple-stress	"[""əʈhó:ra""]"	[2]	"[""f_z4oeirwfi5wzy""]"	f_bekmf4gzkvfts	[]	pl. (sledge	244	Hammer aṭho:ra/aṭho:reh retains the root acute and adds another on eh. The hastakūṭa-derived regional hammer family is plausible; contact and fossilized compound history remain open. Research comparison: *hastakūṭa (14028), hand hammer. This links the root/lexeme, not each inflected cell directly to the old headword.	14028	exact printed passage inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	2	final-plus-other-accent
statue	kue	-e		unmarked	"[""ku:""]"	"[""""]"	"[""f_h4va7r7yuyotw""]"	f_jtmg5ab52v57u	[]		245	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	0	unmarked
touch stone	palyé	-e	1	stress-marked	"[""páli""]"	[2]	"[""f_t5lsuelkfuxhm""]"	f_fw7qoj45ldwee	[]		246	Touchstone pali/palyé loses the final i nucleus through glide formation and adds final stress. Vowel-replacement morphology is independently visible.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
thread	gú:ɳe	-e	2	stress-marked	"[""gú:ɳi""]"	[2]	"[""f_ngaqfjom24en2""]"	f_zhaqjqpwrxqlu	[]		247	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone. Research comparison: guṇá (4190), single thread or strand of a cord, rope; species, quality, good quality. This links the root/lexeme, not each inflected cell directly to the old headword.	4190	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
conveyance	ga:ɽyé:	other	1	stress-marked	"[""ga:ɽí:""]"	[1]	"[""f_7uw4slw7wjjus""]"	f_ojqiiq2odfrja	[]		248	Vehicle ga:ri is a regional gaṛī form; the plural replaces final i with stressed long e through y. It is a contact/formation case rather than a simplex old-accent test.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
mast (of flag etc)	ɖákye	-e	2	stress-marked	[]	[]	[]	f_3tgipfkebvjhu	[]		249	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
whip ẽ́] pl.	ʈʂʌ̃ũẽ	other		unmarked	"[""ʈʂãũ""]"	"[""""]"	"[""f_osvjh6overlos""]"	f_bpatvztyzjpja	[]		250	Whip has nasalized vowel sequences plus leaked number markers; keep the form in the inventory but leave its nucleus interpretation unresolved.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	0	unmarked
reason	vʌ́ʒe	-e	2	stress-marked	[]	[]	[]	f_jj3b2rtlw5bta	[]		251	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
shame	lʌʒé	-e	1	stress-marked	"[""lʌʃ""]"	"[""""]"	"[""f_mmab245r4xc6w""]"	f_w4dwtmlxqe2vc	[]		252	Shame laś/laʒé has a voiced plural alternant and final stress, a clear residual against universal stress-preserving -e. Research comparison: lajjā (10910), shame, modesty. This links the root/lexeme, not each inflected cell directly to the old headword.	10910	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
sorrow	hi:ʐe	-e		unmarked	"[""hi:ʂ""]"	"[""""]"	"[""f_c2uinuv47anrq""]"	f_jazxc5bwlu7qq	[]		253	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	0	unmarked
temper	ró:ʐe	-e	2	stress-marked	[]	[]	[]	f_v4pqpc2xzx32u	[]		254	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
blotting paper	syaʧú:ze	-e	2	stress-marked	"[""syaʧú:s""]"	[1]	"[""f_y42fcvz5awkwc""]"	f_kaf3izzxtcvzy	[]		255	Blotting paper is a regional compound involving ink and sucking. Its plural preserves the final component’s stem stress; do not treat it as one inherited nominal root.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
ink	míle	-e	2	stress-marked	"[""mil""]"	"[""""]"	"[""f_jjjav4pp4xi5w""]"	f_rbwcmz5z7iffg	[]		256	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
ink pot	dʌvá:te	-e	2	stress-marked	"[""dʌvá:t""]"	[1]	"[""f_7bmjyol34lw4o""]"	f_52qs2aitcepss	[]		257	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
letter	ʤu:ʐe	-e		unmarked	"[""ʤu:ʂ""]"	"[""""]"	"[""f_qmrwzzm7wipck""]"	f_plnrieh5i64js	[]		258	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	0	unmarked
lesson	sʌbʌkéh	-eh/-eɦ	1	stress-marked	"[""sʌbʌ́k""]"	[1]	"[""f_xernmq52g4wt4""]"	f_bjqrrvdbg4lkc	[]		259	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
line	kiʂyé	-e	1	stress-marked	"[""kiʂí""]"	[1]	"[""f_qhtpljs2etqoo""]"	f_gjb4tlk7j4yd6	[]		260	Line kiṣi/kiśyé can be compared with the independently listed kṛṣi furrow/line family. The final vowel becomes a glide and the new final e bears stress. Research comparison: kr̥ṣí (3448), ploughing. This links the root/lexeme, not each inflected cell directly to the old headword.	3448	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
nib	nibé	-e	1	stress-marked	"[""nip""]"	"[""""]"	"[""f_fyp7pubidygde""]"	f_b7kcucxrbdgeg	[]		261	Nib nip/nibé is compatible with a recent regional/English loan and shows intervocalic voicing plus final-stressed e. Contact status is a lead, not a substitute for an inflection rule.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
tablet	ʈíke	-e	2	stress-marked	"[""ʈíki""]"	[2]	"[""f_7qvcrpbuzxcuo""]"	f_tz5bgfgi3hrks	[]		262	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
boundary	bʌné	-e	1	stress-marked	"[""bʌná""]"	[1]	"[""f_2lqmsni5yfvci""]"	f_couulmgmwq352	[]		263	Boundary bana/bané has stress on the final vowel in both cells, which is vowel replacement rather than adding a new accented syllable.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
minister	vʌzí:re	-e	2	stress-marked	"[""vʌzí:r""]"	[1]	"[""f_aseluxatffqfw""]"	f_fhbo5wxdiwbua	[]		264	Minister vazir is a regional Perso-Arabic title and preserves stem stress before e. This contrasts with similarly borrowed stems taking stressed eh.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
office	dʌftʌri	-i		unmarked	"[""dʌftʌr""]"	"[""""]"	"[""f_5k77j5lpkhhhm""]"	f_ir4aabxpcnax2	[]		265	Office daftar/daftari is unmarked; regional loan identity does not supply a missing accent.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	0	unmarked
officer	əfsəri	-i		unmarked	"[""əfsər""]"	"[""""]"	"[""f_czhpoplavf4kc""]"	f_h42e44xq4rpjw	[]		266	Officer afsar/afsari is unmarked; do not infer stress from related regional pronunciations.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	0	unmarked
fortress	kíle	-e	2	stress-marked	[]	[]	[]	f_l2bhtssbs2hd4	[]		267	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
friendship	sa:tyé:	other	1	stress-marked	"[""sá:ti""]"	[2]	"[""f_xpoimifmjxhvs""]"	f_w6mkpkdgbmgjc	[]		268	Friendship sati/satye has final-vowel replacement with glide formation and final plural stress.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
gun powder	ʃoré:	other	1	stress-marked	"[""ʃorá:h""]"	[1]	"[""f_l5vcdljqag3jw""]"	f_dtteq5ipkvclo	[]		269	Gunpowder śorah/śore has loss of final h and vowel replacement. Its regional nitrate/chemical-name history is distinct from a simple inherited noun.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
prisoner	qaidyé:	other	1	stress-in-vowel-sequence	"[""qɛdí:""]"	[1]	"[""f_b43qvmvurpera""]"	f_ja7y32mvviav6	[]		270	Prisoner qaidi/qaidye involves a regional loan stem and vowel sequence. Final accent is present, but conservative syllabification remains unresolved.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
shield	phʌ́lie	-e	3	stress-in-vowel-sequence	[]	[]	[]	f_zxe3iynzagb7m	[]		271	Shield phalie has adjacent vowels; the khēṭa comparison is not sufficiently constrained here.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
wrestling	sʌlʌméh	-eh/-eɦ	1	stress-marked	"[""sʌlá:m""]"	[1]	"[""f_2ast624w3h6oi""]"	f_wkn5eslh4pdli	[]		272	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
debt	u:ʐe	-e		unmarked	"[""u:ʂ""]"	"[""""]"	"[""f_4o7t26wgovbjy""]"	f_l3ah5bow3c3kc	[]		273	Debt u:ṣ/u:ʐe is unmarked and shows voicing. The generic debt comparators duḥkha and dhana are not accepted from meaning alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	0	unmarked
debtor	uʂya:réh	-eh/-eɦ	1	stress-marked	"[""uʂyá:r""]"	[1]	"[""f_alniy476jmpro""]"	f_aof32rubbbmye	[]		274	Debtor uṣ-yar is visibly related to the debt noun through a suffix. The plural eh bears final stress; the inherited source of the debt root remains open.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
language	bá:ʃe	-e	2	stress-marked	"[""bá:ʃ""]"	[1]	"[""f_ppydrnpiscxni""]"	f_zyaftnwg3ky22	[]		275	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone. Research comparison: bhāṣā (9479), speech. This links the root/lexeme, not each inflected cell directly to the old headword.	9479	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
message	bó:de	-e	2	stress-marked	"[""bo:t""]"	"[""""]"	"[""f_a5hdmspl7ckku""]"	f_6xplh5xrq6r3e	[]		276	Message bo:t/bó:de has an unmarked monosyllabic SG and explicitly root-stressed PL with voicing. The SG omission is not evidence for accent shift.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
protest	ʔózure	-e	3	stress-marked	"[""ʔózur""]"	[2]	"[""f_qgfxfuuqmtihm""]"	f_cebcuimrbgads	[]		277	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
alter	diʃe	-e		unmarked	"[""kurba:nthé:nekdiʃ""]"	[3]	"[""f_c5lyahufkrxvi""]"	f_tlqm4g3iahd5m	[]		278	Altar is represented by a descriptive phrase containing diś place, whereas the plural candidate is just diśe. These are not matched whole-word cells.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	0	unmarked
ghost; giant	yʌʈʂé:	other	1	stress-marked	"[""yʌʂ""]"	"[""""]"	"[""f_zzmgiasgyj2js""]"	f_woonwlwrii4so	[]		279	Ghost/giant yaṣ/yaṭṣe agrees with yakṣa, retaining/reintroducing the affricate in the plural; final long e bears stress. The extended plural differs from the bare old stem. Research comparison: yakṣá (10395), a supernatural being. This links the root/lexeme, not each inflected cell directly to the old headword.	10395	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
hermitage	ʧilé:	other	1	stress-marked	"[""ʧilá:""]"	[1]	"[""f_6g3wqcrc5fxno""]"	f_zjt2vzf5jcwgm	[]		280	Hermitage chila/chile is a regional religious term with final vowel replacement; contact history is more plausible than an arbitrary ancient synonym.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
nun	ʧomé:	other	1	stress-marked	"[""ʧomó:""]"	[1]	"[""f_5r4xjp7t2z32u""]"	f_v2wj6bjb7x45e	[]		281	Nun chomo/chome has the shape of a regional Tibetan religious title; final-vowel replacement preserves the final stress domain. Treat contact origin as a lead pending a primary lexicon.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
ball	ʈhóke	-e	2	stress-marked	"[""ʈhóki""]"	[2]	"[""f_tuy5oxaamaais""]"	f_tjfmsoeboqdie	[]		282	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
doll	ʦuké:e	-e	2	stress-marked	[]	[]	[]	f_5p77o4jrqwl3k	[]		283	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
music	dáɳye	-e	2	stress-marked	"[""dáɳi""]"	[2]	"[""f_2xea655h7oylm""]"	f_4qjqiloeuwc6q	[]		284	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
player	dópe:	other	2	stress-marked	"[""dópa:""]"	[2]	"[""f_obnavygpm4ksm""]"	f_nmqxnryb4mfkk	[]		285	Player dopa/dope has initial stress before a long final vowel in both cells. Final-vowel length does not automatically attract accent.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
tempo	ʃóŋe	-e	2	stress-marked	"[""ʃóŋo""]"	[2]	"[""f_ujfw22u4mvrra""]"	f_n4iuepllfmc7e	[]		286	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
